,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.16,0.25,0.68,0.98,0.34,0.3,0.63,0.49,0.54,0.6,0.61,0.5,0.57,0.52,0.37,0.55,0.59,0.55,0.76,0.58
bibletime.csv,0.46,0.62,0.69,0.76,0.66,0.58,0.54,0.64,0.56,0.66,0.62,0.75,0.65,0.61,0.48,1.0,0.67,0.63,0.35,0.27
critterding.csv,0.58,0.97,0.62,0.62,0.53,0.56,0.59,0.6,0.59,0.5,0.64,0.67,0.7,0.54,0.64,0.62,0.59,0.56,0.71,0.6
etics.csv,0.29,0.28,1.0,0.65,0.47,0.33,0.55,0.58,0.51,0.64,0.58,0.49,0.49,0.51,0.2,0.59,0.64,0.63,0.77,0.63
fmri-dmt.csv,0.01,0.0,0.18,0.01,0.04,0.02,0.0,0.09,0.0,0.0,0.0,0.02,0.0,0.09,0.72,0.02,0.0,0.0,0.63,0.1
genecys.csv,0.37,0.09,0.09,0.54,0.17,0.33,0.3,0.05,1.0,0.3,0.36,0.17,0.13,0.0,0.13,0.0,0.32,0.27,0.27,0.21
genoviz.csv,0.0,0.0,0.18,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
kftpgrabber.csv,0.42,0.45,0.59,0.38,0.37,0.58,0.5,0.43,0.43,0.5,0.55,0.31,0.97,0.49,0.64,0.49,0.43,0.61,0.82,0.5
kvs.csv,0.47,0.46,0.42,0.26,0.13,0.55,0.96,0.25,0.19,0.48,0.54,0.54,0.24,0.41,0.0,0.2,0.19,0.29,0.79,0.3
mcore3d.csv,0.56,0.61,0.55,0.44,0.98,0.64,0.43,0.55,0.37,0.55,0.53,0.64,0.62,0.69,0.5,0.66,0.65,0.64,0.39,0.58
miranda.csv,0.5,0.39,0.59,0.48,0.32,0.52,0.39,0.56,0.67,0.62,0.58,0.52,0.62,0.51,0.69,0.5,0.57,0.6,0.6,1.0
modplug.csv,0.54,0.61,0.56,0.61,0.49,0.63,0.62,0.73,0.66,0.71,0.49,0.98,0.68,0.77,0.58,0.75,0.72,0.63,0.49,0.37
monetdb.csv,0.44,0.56,0.69,0.5,0.38,0.51,0.29,0.49,0.64,0.96,0.61,0.51,0.6,0.33,0.37,0.34,0.41,0.49,0.54,0.54
netatalk.csv,0.23,0.18,0.18,0.28,0.16,0.28,0.24,0.29,0.43,0.52,0.49,0.24,0.45,0.94,0.2,0.21,0.35,0.41,0.8,0.36
ogrehg.csv,0.34,0.33,0.65,0.38,0.45,0.65,0.34,0.97,0.69,0.64,0.66,0.55,0.5,0.6,0.0,0.5,0.5,0.43,0.84,0.63
passwordsafe.csv,0.46,0.54,0.49,0.39,0.52,0.71,0.62,0.51,0.53,0.53,0.65,0.49,0.6,0.63,0.35,0.51,0.96,0.61,0.59,0.53
projecteqemu.csv,0.26,0.3,0.58,0.39,0.44,0.37,0.06,0.39,0.55,0.39,1.0,0.45,0.57,0.48,0.2,0.4,0.38,0.44,0.86,0.48
reactos-mirror.csv,0.96,0.64,0.2,0.58,0.67,0.62,0.45,0.57,0.66,0.6,0.61,0.57,0.52,0.55,0.32,0.52,0.64,0.55,0.57,0.51
xbplayer.csv,0.2,0.25,0.36,0.28,0.17,0.92,0.29,0.32,0.15,0.3,0.36,0.39,0.55,0.41,0.37,0.21,0.17,0.23,0.6,0.37
xmoto.csv,0.39,0.59,0.69,0.53,0.45,0.62,0.4,0.61,0.54,0.66,0.61,0.64,0.77,0.62,0.52,0.47,0.46,0.98,0.65,0.62
