,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.71,0.44,0.36,0.69,0.65,0.24,0.33,0.19,0.96
gdis.csv,0.46,0.31,0.47,0.68,0.58,0.14,0.28,0.15,0.94
kml.csv,0.68,0.28,0.22,0.69,0.75,0.09,0.33,0.13,0.9
ppcboot.csv,0.56,0.34,0.25,0.7,0.63,0.11,0.4,0.18,0.89
repositorium.csv,0.5,0.12,0.02,0.57,0.27,0.24,0.08,0.03,0.84
rsyslog.csv,0.78,0.29,0.32,0.52,0.67,0.13,0.44,0.25,0.92
ultimairis.csv,0.55,0.28,0.25,0.54,0.48,0.5,0.59,0.13,0.81
wow-qrsk.csv,1.0,0.38,0.43,0.75,1.0,0.0,0.25,0.33,0.5
xbg.csv,1.0,0.2,0.29,0.62,0.31,1.0,0.48,0.3,0.0
