,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.01,0.8,0.78,0.62,0.55,0.62,0.59
freebios.csv,0.55,0.7,0.02,0.62,0.79,0.37,0.88
k3b.csv,0.62,0.67,0.68,0.0,0.62,0.5,0.57
loki-lib.csv,0.58,0.72,0.68,0.49,0.64,0.72,0.04
powerfolder.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0
quarkplusplus.csv,0.67,0.9,0.94,0.84,0.04,0.31,0.8
tzod.csv,0.72,0.07,0.82,0.64,0.76,0.47,0.65
