,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.99,0.48,0.37,0.43,0.54,0.8,0.45
freebios.csv,0.56,0.56,0.98,0.59,0.88,0.8,0.31
k3b.csv,0.69,0.7,0.65,1.0,0.75,1.0,0.48
loki-lib.csv,0.65,0.74,0.41,0.6,0.38,0.6,0.97
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0
quarkplusplus.csv,0.33,0.11,0.06,0.17,0.96,1.0,0.24
tzod.csv,0.28,0.93,0.18,0.38,0.25,0.8,0.38
