,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.66,0.7,0.0,0.57,0.72,0.71,0.34,0.79
ibatisdb.csv,0.42,0.35,0.14,0.18,0.38,0.09,0.0,0.36
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ofbiz.csv,0.25,0.3,0.5,0.38,0.36,0.02,0.3,0.36
opensim4opencog.csv,0.05,0.0,0.21,0.21,0.0,0.12,0.1,0.36
openwbem.csv,0.01,0.3,0.36,0.66,0.51,0.46,0.76,0.64
power-architect.csv,0.74,0.75,0.21,0.47,0.93,0.64,0.46,0.0
x-ray-mule.csv,0.17,0.0,0.5,0.3,0.2,0.54,0.11,0.29
