,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.18,0.24,0.55,0.53,0.97
encog-java.csv,0.96,0.09,0.55,0.06,0.4
h2database.csv,0.26,0.97,0.14,0.17,0.04
jaql.csv,0.33,0.26,0.36,0.99,0.49
raven-monitoring.csv,0.18,0.15,0.97,0.41,0.28
