,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.26,0.53,0.5,0.37,0.95
encog-java.csv,0.94,0.07,0.59,0.04,0.43
h2database.csv,0.45,0.95,0.11,0.13,0.02
jaql.csv,0.71,0.55,0.33,0.98,0.54
raven-monitoring.csv,0.42,0.37,0.95,0.46,0.3
