,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.19,0.86,0.88,0.67,0.79,0.57,0.8,0.75,0.64,0.73,0.89,0.81
bigdata.csv,0.82,0.94,0.92,0.64,0.68,0.62,0.86,0.35,0.97,0.11,0.91,0.54
calcubetimer.csv,0.78,0.9,0.81,0.77,0.66,0.04,0.79,0.55,0.57,0.78,0.55,0.7
jas.csv,0.94,0.95,1.0,1.0,1.0,0.84,0.41,1.0,1.02,0.87,0.12,0.98
jbpm.csv,0.65,0.84,0.51,0.88,0.08,0.84,0.85,0.93,1.0,0.76,0.45,0.89
jgossipforum.csv,0.97,0.88,0.69,1.0,0.94,0.98,0.0,1.0,0.63,0.97,1.0,1.0
joustsim.csv,0.96,0.57,0.79,0.94,0.76,0.82,0.61,0.0,0.47,0.6,0.81,0.66
madman.csv,0.82,0.8,0.69,0.85,0.96,0.91,1.0,1.0,0.0,0.91,1.0,0.9
mule.csv,0.71,0.03,0.77,0.52,0.73,0.64,0.64,0.47,0.88,0.61,0.52,0.65
nunit.csv,0.82,0.7,0.75,0.75,0.69,0.79,0.42,0.85,0.88,0.7,1.02,0.18
piccolo2d.csv,1.0,0.97,1.0,0.15,0.89,1.0,1.0,1.0,1.0,0.94,1.0,0.95
sblim.csv,0.76,0.8,0.01,0.77,0.87,0.91,1.0,0.91,1.0,0.96,1.0,0.9
