,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.92,0.97,0.95,0.67,0.97,0.5,0.94,0.69,0.89,0.69,0.95,0.96
bigdata.csv,0.52,0.4,0.64,0.49,0.56,0.4,0.43,0.41,0.42,0.43,0.43,0.48
calcubetimer.csv,0.36,0.36,0.53,0.37,0.43,0.43,0.41,0.39,0.33,0.36,0.43,0.36
jas.csv,0.0,0.9,0.86,0.86,0.67,0.75,0.96,0.5,0.9,0.98,0.86,0.8
jbpm.csv,0.83,0.98,0.73,0.95,0.98,0.92,0.79,0.92,0.0,0.79,0.69,0.97
jgossipforum.csv,0.75,0.96,0.75,0.0,0.93,0.0,0.83,0.0,0.83,0.89,0.0,0.0
joustsim.csv,0.71,0.54,0.84,0.93,0.98,0.8,0.93,0.82,0.41,0.6,0.63,0.97
madman.csv,0.91,0.85,0.89,0.83,0.97,0.8,0.0,0.67,0.88,0.96,0.0,0.92
mule.csv,0.87,0.46,0.63,0.59,0.74,0.46,0.67,0.64,0.75,0.44,0.79,0.78
nunit.csv,0.83,0.57,0.52,0.48,0.58,0.54,0.89,0.69,0.8,0.62,0.95,0.97
piccolo2d.csv,0.0,0.83,0.0,0.91,0.97,0.0,0.0,0.0,0.0,0.94,0.0,0.8
sblim.csv,0.77,0.9,0.78,0.86,0.95,0.8,0.8,0.75,0.0,0.92,0.91,0.89
