,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.0,1.0,15.0,15.0,19.0,0.0,9.0,1.0,3.0,0.0,13.0,10.0
bigdata.csv,1.0,0.0,27.0,20.0,5.0,0.0,131.0,0.0,23.0,0.0,7.0,2.0
calcubetimer.csv,2.0,2.0,23.0,24.0,27.0,0.0,114.0,7.0,6.0,0.0,0.0,0.0
jas.csv,0.0,1.0,105.0,94.0,431.0,0.0,7.0,70.0,56.0,0.0,0.0,1.0
jbpm.csv,2.0,0.0,0.0,12.0,0.0,0.0,50.0,6.0,56.0,0.0,12.0,6.0
jgossipforum.csv,1.0,0.0,2.0,94.0,5.0,0.0,1.0,70.0,2.0,0.0,124.0,191.0
joustsim.csv,0.0,4.0,7.0,11.0,0.0,0.0,12.0,0.0,13.0,0.0,10.0,0.0
madman.csv,5.0,1.0,1.0,3.0,11.0,0.0,224.0,70.0,0.0,0.0,124.0,5.0
mule.csv,1.0,0.0,11.0,7.0,16.0,1.0,39.0,0.0,3.0,0.0,1.0,6.0
nunit.csv,0.0,1.0,0.0,30.0,1.0,0.0,9.0,33.0,0.0,0.0,124.0,0.0
piccolo2d.csv,78.0,2.0,105.0,0.0,12.0,59.0,224.0,70.0,56.0,1.0,124.0,1.0
sblim.csv,4.0,2.0,0.0,2.0,5.0,0.0,224.0,3.0,56.0,0.0,124.0,2.0
