,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,1.0,0.68,0.16,0.19,0.15,1.0,0.06,0.23,0.33,0.91,0.05,0.31
bigdata.csv,0.16,0.62,0.1,0.16,0.14,0.96,0.03,0.33,0.12,0.99,0.07,0.3
calcubetimer.csv,0.2,0.62,0.16,0.17,0.15,1.0,0.03,0.25,0.22,0.88,0.1,0.24
jas.csv,1.0,0.8,0.0,0.0,0.0,0.92,0.12,0.0,0.0,0.82,1.0,0.2
jbpm.csv,0.33,0.56,0.32,0.1,1.0,0.92,0.02,0.08,0.0,0.86,0.14,0.16
jgossipforum.csv,0.06,0.64,0.44,0.0,0.2,1.0,0.83,0.0,0.5,1.0,0.0,0.0
joustsim.csv,0.07,0.78,0.26,0.07,0.25,1.0,0.07,1.0,0.24,0.91,0.05,0.45
madman.csv,0.27,0.68,0.39,0.33,0.06,1.0,0.0,0.0,1.0,0.89,0.0,0.33
mule.csv,0.33,0.99,0.22,0.26,0.13,0.96,0.04,0.43,0.25,0.93,0.21,0.37
nunit.csv,0.25,0.75,0.23,0.15,0.14,0.93,0.11,0.12,0.2,0.88,0.0,1.0
piccolo2d.csv,0.0,0.67,0.0,1.0,0.21,0.0,0.0,0.0,0.0,0.94,0.0,0.4
sblim.csv,0.19,0.65,0.96,0.43,0.37,1.0,0.0,0.25,0.0,0.92,0.0,0.44
