,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.84,0.17,0.17,0.42,0.27,0.49,0.24,0.31,0.43,0.34,0.14,0.24
bigdata.csv,0.29,0.24,0.21,0.54,0.44,0.47,0.45,0.79,0.23,0.98,0.33,0.61
calcubetimer.csv,0.54,0.37,0.35,0.6,0.67,0.97,0.57,0.8,0.79,0.54,0.74,0.62
jas.csv,0.07,0.07,0.0,0.0,0.0,0.23,0.64,0.0,0.0,0.2,0.9,0.02
jbpm.csv,0.43,0.23,0.64,0.18,0.93,0.23,0.23,0.11,0.0,0.42,0.64,0.14
jgossipforum.csv,0.07,0.15,0.37,0.0,0.07,0.02,1.0,0.0,0.43,0.04,0.0,0.0
joustsim.csv,0.07,0.51,0.27,0.1,0.29,0.22,0.45,1.0,0.79,0.59,0.46,0.4
madman.csv,0.23,0.26,0.37,0.18,0.05,0.11,0.0,0.0,1.0,0.11,0.0,0.12
mule.csv,0.35,0.97,0.31,0.57,0.39,0.45,0.44,0.59,0.15,0.48,0.55,0.43
nunit.csv,0.23,0.36,0.59,0.59,0.61,0.54,0.64,0.46,0.15,0.45,0.0,0.85
piccolo2d.csv,0.0,0.04,0.0,0.88,0.15,0.0,0.0,0.0,0.0,0.07,0.0,0.06
sblim.csv,0.35,0.27,1.0,0.27,0.16,0.11,0.0,0.11,0.0,0.05,0.0,0.12
