,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,99.0,378.5,606.5,180.0,297.0
nabu-library.csv,97.5,370.5,2473.0,191.0,99.0
pcgen.csv,99.0,380.5,2579.0,295.0,297.0
selenium.csv,97.5,195.5,994.5,97.5,296.5
tolven.csv,96.5,195.5,2679.5,295.0,91.5
