,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.82,0.67,0.81,0.75,0.48,0.92,0.53,0.3,0.87
carabiner.csv,0.75,0.66,0.58,0.73,0.51,0.91,0.49,0.65,0.82
grisbi.csv,0.86,0.69,0.89,0.57,0.56,0.89,0.52,0.47,0.87
jmol.csv,0.81,0.66,0.8,0.68,0.46,0.67,0.54,0.44,0.76
minig.csv,0.49,0.6,0.89,0.54,0.6,0.85,0.52,0.23,0.77
mobicents.csv,0.77,0.67,0.86,0.65,0.53,0.84,0.75,0.29,0.8
x4x.csv,0.82,0.64,0.77,0.7,0.45,0.59,0.67,0.28,0.87
zabbix.csv,0.66,0.59,0.37,0.61,0.42,0.69,0.53,0.19,0.84
zxing.csv,0.84,0.63,0.74,0.66,0.48,0.73,0.51,0.39,0.82
