,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.88,0.88,0.8,0.69,0.63,0.91,0.78,0.45,0.98
carabiner.csv,0.74,0.94,0.44,0.69,0.93,0.88,0.52,0.73,0.84
grisbi.csv,0.95,0.98,0.98,0.59,1.0,0.85,0.75,1.0,0.98
jmol.csv,0.88,0.9,0.72,0.56,0.78,0.53,0.43,0.91,0.79
minig.csv,0.36,0.57,0.98,0.67,0.63,0.89,0.65,0.14,0.7
mobicents.csv,0.69,0.67,0.93,0.77,0.52,0.86,0.92,0.23,0.77
x4x.csv,0.76,0.8,0.72,0.97,0.7,0.48,0.88,0.45,0.93
zabbix.csv,0.55,0.66,0.25,0.62,0.54,0.53,0.49,0.27,0.89
zxing.csv,0.93,0.75,0.62,0.74,0.57,0.61,0.66,0.59,0.75
