,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.59,0.84,0.84,0.66,0.71,0.36,0.78,0.88,0.65
bloodycore.csv,0.85,0.72,0.47,0.9,1.01,0.7,0.77,0.72,0.96
dvd-create.csv,0.94,0.51,0.72,0.27,0.68,0.64,0.61,0.64,0.6
dvt.csv,0.83,0.35,0.58,0.71,0.92,0.76,0.59,0.56,0.78
gbif-indexingtoolkit.csv,0.59,0.81,0.78,0.75,0.48,0.59,0.89,0.73,0.71
mumble.csv,0.74,0.6,0.62,1.0,0.72,0.59,0.91,0.29,0.84
planeshift.csv,0.83,0.63,0.71,0.54,0.96,0.86,0.38,0.73,0.57
truevision.csv,0.52,0.53,0.68,0.82,0.75,0.6,0.48,0.61,0.4
zorannt.csv,0.4,0.66,0.58,0.79,0.62,0.69,0.7,0.43,0.74
