,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.67,0.13,0.24,0.14,0.58,0.34,0.34,0.14,0.39,0.16,0.16,0.85,0.98,0.09,0.57,0.81,0.14
bwapi.csv,0.89,0.14,0.17,0.13,0.64,0.43,0.36,0.11,0.54,0.1,0.24,0.89,0.67,0.11,0.81,0.99,0.12
co-ode-owl-plugins.csv,0.74,0.19,0.0,0.22,0.68,0.38,0.0,1.0,0.54,0.11,0.07,0.88,0.55,0.04,0.65,0.75,0.31
firebreath.csv,0.62,0.18,0.22,0.2,0.67,0.98,0.25,0.05,0.46,0.11,0.19,0.78,0.63,0.06,0.61,0.83,0.11
frogatto.csv,0.8,0.2,0.17,0.12,0.71,0.43,0.28,0.1,0.45,0.18,0.2,0.87,0.72,0.12,1.0,0.59,0.19
gretl.csv,0.65,0.16,0.16,0.13,0.59,0.39,0.35,0.2,0.41,0.11,0.21,0.99,0.66,0.12,0.57,0.7,0.09
jasperreports.csv,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
konversation.csv,1.0,0.36,1.0,0.33,0.89,0.67,0.0,0.0,0.83,0.0,0.5,0.76,0.52,0.29,0.67,1.0,0.14
linuxsh.csv,0.91,1.0,0.43,0.24,0.63,0.6,0.43,0.0,0.55,0.24,0.17,0.97,0.58,0.04,0.6,0.74,0.17
moviesandbox.csv,1.0,0.14,0.18,0.24,1.0,0.59,0.2,0.09,0.5,0.17,0.0,0.85,0.55,0.19,0.6,0.78,0.0
ontomorphtab.csv,0.97,0.5,0.26,0.16,0.69,0.48,0.36,0.11,0.33,0.19,0.15,0.94,0.67,0.09,0.71,0.67,0.1
opengs.csv,0.72,0.67,0.5,0.17,0.74,0.56,0.0,0.29,1.0,0.28,0.33,0.9,0.58,0.14,0.83,1.0,0.67
scite-ru.csv,0.62,0.2,0.18,0.21,0.64,0.47,0.91,0.19,0.5,0.1,0.19,0.9,0.59,0.05,0.6,0.68,0.11
tokratan.csv,0.0,0.0,0.0,0.0,1.0,0.12,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vrjuggler.csv,0.63,0.14,0.16,0.1,0.25,0.37,0.29,0.17,0.39,0.08,1.0,0.89,0.72,0.05,0.5,0.52,0.11
wxcode.csv,0.0,0.0,0.78,1.0,0.67,0.5,0.67,0.0,1.0,1.0,0.0,0.95,0.9,0.35,1.0,1.0,1.0
xuggle.csv,0.54,0.25,0.41,1.0,0.64,0.47,0.26,0.19,0.42,0.09,0.24,0.9,0.64,0.03,0.56,1.0,0.28
