,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.38,0.43,0.54,0.57,0.55,0.23,0.5,0.41,0.52,0.69,0.22,0.6,0.98,0.63,0.63,0.5,0.59
bwapi.csv,0.51,0.45,0.72,0.63,0.62,0.57,0.68,0.39,0.6,0.42,0.61,0.68,0.64,0.84,0.71,0.98,0.65
co-ode-owl-plugins.csv,0.59,0.47,0.0,0.65,0.76,0.44,0.0,1.0,0.73,0.24,0.07,0.34,0.34,0.32,0.62,0.0,0.61
firebreath.csv,0.52,0.21,0.67,0.52,0.6,0.98,0.49,0.19,0.63,0.52,0.29,0.44,0.57,0.57,0.55,0.47,0.46
frogatto.csv,0.39,0.48,0.72,0.57,0.58,0.61,0.54,0.25,0.28,0.44,0.52,0.68,0.5,0.88,1.0,0.16,0.89
gretl.csv,0.59,0.5,0.66,0.59,0.57,0.43,0.67,0.64,0.05,0.35,0.41,0.99,0.63,0.89,0.63,0.39,0.55
jasperreports.csv,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0.04,0.02,0.0
konversation.csv,0.07,0.41,0.93,0.13,0.22,0.09,0.0,0.0,0.11,0.0,0.07,0.31,0.36,0.43,0.26,0.02,0.17
linuxsh.csv,0.34,1.0,0.55,0.28,0.52,0.4,0.17,0.0,0.58,0.73,0.07,0.23,0.14,0.43,0.37,0.31,0.33
moviesandbox.csv,0.27,0.45,0.53,0.52,0.98,0.32,0.12,0.07,0.47,0.56,0.0,0.58,0.23,0.58,0.46,0.2,0.0
ontomorphtab.csv,0.99,0.11,0.74,0.41,0.53,0.44,0.47,0.31,0.25,0.67,0.22,0.12,0.21,0.39,0.69,0.21,0.46
opengs.csv,0.41,0.22,0.2,0.2,0.56,0.1,0.0,0.26,0.98,0.69,0.07,0.16,0.14,0.65,0.17,0.05,0.34
scite-ru.csv,0.21,0.59,0.59,0.61,0.6,0.55,0.95,0.61,0.7,0.09,0.41,0.43,0.42,0.27,0.58,0.34,0.46
tokratan.csv,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.02,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
vrjuggler.csv,0.43,0.39,0.58,0.43,0.02,0.48,0.54,0.17,0.52,0.36,0.95,0.6,0.6,0.55,0.42,0.12,0.64
wxcode.csv,0.0,0.0,0.63,0.09,0.11,0.02,0.12,0.0,0.05,0.09,0.0,0.15,0.12,0.47,0.13,0.02,1.0
xuggle.csv,0.41,0.11,0.62,0.98,0.19,0.18,0.48,0.59,0.57,0.43,0.55,0.28,0.59,0.33,0.29,0.01,0.94
