,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.72,0.82,0.54,0.61,0.67,0.84,0.64,0.76,0.79,0.52,0.86,0.64,0.04,0.52,0.66,0.65,0.54
bwapi.csv,0.55,0.77,0.66,0.72,0.58,0.78,0.66,0.88,0.54,0.75,0.72,0.5,0.63,0.43,0.36,0.03,0.58
co-ode-owl-plugins.csv,0.54,0.85,1.01,0.46,0.55,0.72,1.0,0.0,0.51,0.94,0.96,0.73,0.8,0.94,0.53,1.01,0.44
firebreath.csv,0.8,0.83,0.46,0.57,0.55,0.02,0.82,1.01,0.69,0.7,0.8,0.85,0.69,0.76,0.6,0.65,0.65
frogatto.csv,0.67,0.66,0.56,0.75,0.54,0.64,0.77,0.88,0.79,0.64,0.75,0.58,0.61,0.4,0.0,0.92,0.38
gretl.csv,0.74,0.83,0.72,0.76,0.78,0.87,0.68,0.68,0.99,0.9,0.74,0.04,0.66,0.38,0.67,0.93,0.67
jasperreports.csv,0.97,1.0,1.0,1.0,0.98,0.98,1.0,1.0,0.94,1.0,1.0,1.0,1.0,0.0,0.97,0.98,1.0
konversation.csv,0.94,0.65,0.08,0.89,0.82,0.93,1.01,1.0,0.91,1.0,0.94,0.84,0.83,0.62,0.79,0.98,0.86
linuxsh.csv,0.72,0.0,0.51,0.77,0.62,0.67,0.86,1.01,0.55,0.38,0.94,0.81,0.89,0.9,0.71,0.8,0.73
moviesandbox.csv,0.77,0.78,0.58,0.55,0.02,0.73,0.92,0.95,0.64,0.56,1.0,0.65,0.84,0.48,0.66,0.85,1.0
ontomorphtab.csv,0.05,0.91,0.38,0.67,0.58,0.66,0.65,0.84,0.84,0.49,0.86,0.9,0.83,0.68,0.43,0.88,0.67
opengs.csv,0.67,0.82,0.83,0.83,0.53,0.92,1.0,0.79,0.02,0.39,0.94,0.87,0.89,0.44,0.86,0.96,0.71
scite-ru.csv,0.95,0.78,0.55,0.5,0.58,0.6,0.06,0.74,0.65,0.99,0.76,0.64,0.74,0.94,0.59,0.86,0.65
tokratan.csv,1.0,1.0,1.0,1.0,0.95,0.99,1.0,1.0,0.98,0.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0
vrjuggler.csv,0.86,0.78,0.59,0.73,0.98,0.85,0.79,0.96,0.76,0.81,0.06,0.54,0.55,0.69,0.74,0.96,0.61
wxcode.csv,1.0,1.0,0.42,0.93,0.91,0.98,0.9,1.0,0.96,0.93,1.0,0.88,0.9,0.58,0.89,0.98,0.0
xuggle.csv,0.92,0.91,0.43,0.02,0.85,0.86,0.75,0.76,0.73,0.89,0.65,0.77,0.68,1.0,0.78,0.99,0.24
