,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.29,0.62,0.21,0.43,0.51,0.24,0.37,0.46,0.7,0.45,0.27,0.53,0.04,0.35,0.61,0.39,0.33
bwapi.csv,0.1,0.55,0.66,0.71,0.46,0.78,0.65,0.63,0.35,0.45,0.69,0.4,0.56,0.43,0.18,0.03,0.5
co-ode-owl-plugins.csv,0.33,0.85,0.16,0.27,0.54,0.42,0.02,0.0,0.47,0.94,0.22,0.2,0.4,0.9,0.36,1.0,0.12
firebreath.csv,0.76,0.16,0.32,0.24,0.37,0.01,0.73,0.58,0.66,0.52,0.29,0.67,0.58,0.75,0.36,0.31,0.32
frogatto.csv,0.14,0.36,0.53,0.71,0.29,0.54,0.69,0.41,0.21,0.22,0.61,0.53,0.29,0.4,0.0,0.31,0.38
gretl.csv,0.71,0.78,0.72,0.76,0.77,0.86,0.67,0.66,0.99,0.9,0.39,0.03,0.62,0.38,0.64,0.81,0.51
jasperreports.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
konversation.csv,0.0,0.13,0.0,0.03,0.03,0.02,0.15,0.0,0.01,0.06,0.02,0.43,0.51,0.05,0.12,0.0,0.08
linuxsh.csv,0.05,0.0,0.09,0.09,0.37,0.15,0.08,0.14,0.32,0.27,0.08,0.03,0.15,0.79,0.24,0.33,0.13
moviesandbox.csv,0.0,0.56,0.3,0.18,0.0,0.12,0.15,0.11,0.31,0.31,0.02,0.53,0.27,0.13,0.3,0.17,0.05
ontomorphtab.csv,0.05,0.02,0.29,0.24,0.29,0.27,0.31,0.42,0.31,0.35,0.29,0.03,0.15,0.19,0.3,0.31,0.34
opengs.csv,0.24,0.02,0.02,0.1,0.23,0.04,0.02,0.11,0.0,0.21,0.03,0.07,0.15,0.21,0.03,0.0,0.01
scite-ru.csv,0.95,0.78,0.36,0.28,0.43,0.38,0.04,0.73,0.65,0.98,0.42,0.2,0.44,0.93,0.42,0.53,0.32
tokratan.csv,0.0,0.02,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01
vrjuggler.csv,0.86,0.45,0.41,0.44,0.09,0.81,0.75,0.96,0.61,0.46,0.0,0.33,0.36,0.55,0.42,0.33,0.54
wxcode.csv,0.0,0.0,0.02,0.0,0.06,0.01,0.02,0.02,0.0,0.0,0.0,0.03,0.02,0.04,0.0,0.0,0.0
xuggle.csv,0.81,0.05,0.11,0.0,0.11,0.1,0.54,0.75,0.65,0.82,0.47,0.13,0.58,0.82,0.21,0.0,0.24
