,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.31,0.2,0.59,0.19,0.33,0.97,0.49,0.43,0.59,0.28,0.0,0.08,0.32,0.16,0.16
calcubetimer.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.9,1.0,1.0,0.92,1.0,1.0,0.99
chaosrts.csv,0.81,0.97,0.95,0.86,0.83,1.0,1.0,0.7,0.87,1.0,1.0,0.75,0.99,0.84,0.99
emono.csv,0.5,0.43,0.5,0.44,0.44,0.78,0.73,0.61,0.46,0.3,0.0,0.25,0.71,0.42,0.99
freelords.csv,0.91,0.8,0.68,0.99,0.56,0.08,0.92,0.52,0.74,0.73,1.0,0.7,0.7,0.74,0.76
jmonkeyengine.csv,0.06,0.07,0.55,0.1,1.0,0.14,0.1,0.25,0.13,0.09,0.0,0.12,0.24,0.11,0.1
jython.csv,0.59,0.17,1.0,0.43,0.67,0.14,0.59,0.38,0.38,0.51,0.67,0.45,0.47,0.32,0.42
mclient-mume.csv,0.28,0.93,0.27,0.43,0.06,0.08,0.49,0.11,0.26,0.6,0.0,0.42,0.37,0.26,0.54
papertoolkit.csv,0.0,0.03,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.08,1.0,0.0,0.0,0.0,0.02
primefaces.csv,0.47,0.97,0.95,0.53,0.67,0.49,0.94,0.66,0.54,0.92,1.0,1.0,0.6,0.84,1.0
st-filteredstatistics.csv,0.75,0.77,0.82,0.37,0.61,0.84,0.65,0.45,1.0,0.37,0.33,0.3,0.7,0.79,0.5
toped.csv,0.5,0.63,0.91,0.28,0.5,0.86,1.0,0.29,0.26,0.71,0.33,0.15,0.34,0.68,0.79
triplea.csv,0.97,0.67,0.82,0.44,0.78,0.65,0.61,0.84,0.87,0.45,0.67,0.5,0.68,0.84,0.56
web-cat.csv,0.22,0.17,0.18,0.23,0.39,0.0,0.31,0.2,0.15,0.13,0.0,0.52,0.1,1.0,0.11
