,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.38,0.26,0.48,0.3,0.29,0.97,0.62,0.6,0.71,0.44,0.0,0.13,0.47,0.22,0.26
calcubetimer.csv,0.76,0.69,0.23,0.85,0.42,0.48,0.91,1.0,0.82,1.0,0.09,0.72,0.94,0.56,0.79
chaosrts.csv,0.7,0.7,0.22,0.83,0.41,0.48,0.92,0.8,0.81,1.0,0.14,0.7,0.99,0.54,0.79
emono.csv,0.59,0.44,0.13,0.57,0.33,0.44,0.8,0.76,0.58,0.46,0.0,0.33,0.77,0.36,0.99
freelords.csv,0.74,0.74,0.17,0.98,0.31,0.12,0.89,0.67,0.73,0.85,0.14,0.7,0.8,0.51,0.7
jmonkeyengine.csv,0.11,0.11,0.14,0.18,1.0,0.21,0.18,0.39,0.23,0.17,0.0,0.2,0.38,0.17,0.18
jython.csv,0.61,0.26,1.0,0.52,0.4,0.14,0.7,0.55,0.46,0.67,0.08,0.5,0.61,0.32,0.52
mclient-mume.csv,0.38,0.97,0.3,0.57,0.08,0.09,0.62,0.19,0.37,0.75,0.0,0.49,0.53,0.28,0.59
papertoolkit.csv,0.0,0.06,0.17,0.0,0.0,0.0,0.07,0.0,0.0,0.14,1.0,0.0,0.0,0.0,0.05
primefaces.csv,0.52,0.67,0.22,0.64,0.38,0.31,0.89,0.77,0.62,0.96,0.22,1.0,0.72,0.54,0.79
st-filteredstatistics.csv,0.71,0.65,0.2,0.5,0.44,0.49,0.73,0.6,1.0,0.54,0.06,0.43,0.78,0.54,0.57
toped.csv,0.58,0.6,0.22,0.42,0.35,0.45,1.0,0.44,0.38,0.83,0.2,0.24,0.49,0.57,0.71
triplea.csv,0.98,0.61,0.21,0.56,0.41,0.49,0.72,0.89,0.84,0.62,0.12,0.59,0.77,0.62,0.64
web-cat.csv,0.33,0.26,0.31,0.32,0.41,0.0,0.46,0.32,0.26,0.23,0.0,0.61,0.18,1.0,0.19
