,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.86,0.88,0.43,0.83,0.75,0.03,0.68,0.57,0.47,0.72,1.02,0.93,0.75,0.86,0.86
calcubetimer.csv,0.95,1.0,1.0,0.96,1.0,1.0,1.0,0.0,0.85,1.0,0.98,0.97,1.0,0.97,1.0
chaosrts.csv,0.78,0.89,1.0,0.59,0.84,0.99,1.0,0.58,0.86,1.0,0.6,0.64,0.11,0.79,1.0
emono.csv,0.58,0.82,1.06,0.63,0.72,0.84,0.62,0.39,0.66,0.7,1.0,0.84,0.99,0.82,0.01
freelords.csv,0.81,0.45,1.02,0.07,0.85,0.92,0.89,0.69,0.88,0.27,0.62,0.54,0.52,0.76,0.82
jmonkeyengine.csv,0.95,0.95,1.02,0.91,0.0,0.87,0.9,0.79,0.87,0.91,1.0,0.89,0.78,0.9,0.9
jython.csv,0.66,0.85,0.0,0.83,0.69,0.94,0.69,0.62,1.05,1.11,0.87,0.76,0.78,0.79,0.72
mclient-mume.csv,0.77,0.07,0.73,0.61,0.95,0.97,0.68,0.93,0.84,0.4,1.04,0.73,0.67,0.83,0.72
papertoolkit.csv,1.0,0.97,0.91,1.0,1.0,1.0,0.97,1.0,1.0,0.92,0.0,1.0,1.0,1.0,0.97
primefaces.csv,0.75,1.0,0.99,0.59,0.76,0.94,1.0,0.82,0.77,1.0,0.35,0.0,0.55,0.79,1.0
st-filteredstatistics.csv,0.62,0.71,0.98,0.71,0.57,0.74,0.85,0.75,0.0,0.63,0.84,0.72,0.8,0.74,0.69
toped.csv,0.6,0.64,0.96,0.73,0.69,0.92,0.0,0.71,0.78,0.29,0.67,0.86,0.69,0.55,0.84
triplea.csv,0.03,0.68,0.9,0.7,0.75,0.57,0.59,0.77,0.63,1.14,0.59,0.58,0.71,0.57,0.56
web-cat.csv,0.8,0.84,0.82,0.94,0.64,1.0,0.76,0.84,0.86,0.87,1.05,0.56,0.9,0.0,0.9
