,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,3.0,6.0,1.0,0.0,1.0,1.0,0.0,7.0,5.0,23.0
flylegacy.csv,2.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0
ftm.csv,3.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0
jcache.csv,1.0,0.0,2.0,3.0,1.0,3.0,1.0,5.0,0.0,0.0
lphant.csv,8.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0
minig.csv,1.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0
mob-sen-plat.csv,0.0,0.0,1.0,9.0,2.0,2.0,0.0,2.0,4.0,2.0
raygina.csv,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
upp-mirror.csv,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0
yarp.csv,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0
