,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.07,0.9,0.27,0.0,0.15,0.41,0.13,0.3,0.75,0.59
flylegacy.csv,0.56,0.65,0.05,0.57,0.49,0.18,0.32,0.67,0.45,0.1
ftm.csv,0.14,0.05,0.36,0.28,0.17,0.28,0.24,0.3,0.03,0.17
jcache.csv,0.19,0.0,0.68,0.23,0.05,0.13,0.05,0.42,0.07,0.0
lphant.csv,0.65,0.6,0.14,0.47,0.61,0.19,0.79,0.03,0.82,0.2
minig.csv,0.56,0.9,0.68,0.71,0.83,0.0,0.39,0.73,0.44,0.15
mob-sen-plat.csv,0.44,0.0,0.5,0.35,0.29,0.52,0.29,0.52,0.31,0.15
raygina.csv,0.02,0.1,0.36,0.35,0.22,0.14,0.34,0.33,0.59,0.05
upp-mirror.csv,0.3,0.1,0.36,0.2,0.02,0.1,0.29,0.09,0.37,0.05
yarp.csv,0.33,0.05,0.5,0.43,0.27,0.37,0.0,0.45,0.41,0.68
