,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.07,0.66,0.56,0.97,0.27,0.25,0.12,0.17,0.54,0.03
flylegacy.csv,0.56,0.7,0.99,0.32,0.73,0.36,0.55,0.58,0.54,0.67
ftm.csv,0.23,0.26,0.61,0.3,0.42,0.38,0.45,0.64,0.91,0.74
jcache.csv,0.31,0.11,0.75,0.24,0.06,0.3,0.07,0.43,0.14,0.99
lphant.csv,0.37,0.59,0.57,0.25,0.62,0.53,0.51,0.98,0.61,0.55
minig.csv,0.54,0.6,0.81,0.25,0.7,0.97,0.37,0.56,0.47,0.62
mob-sen-plat.csv,0.31,1.0,0.46,0.11,0.1,0.33,0.47,0.34,0.22,0.4
raygina.csv,0.96,0.06,0.51,0.3,0.53,0.39,0.38,0.53,0.56,0.47
upp-mirror.csv,0.45,0.21,0.65,0.38,0.99,0.39,0.33,0.53,0.49,0.36
yarp.csv,0.44,0.34,0.79,0.28,0.44,0.37,0.98,0.58,0.56,0.45
