,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.25,0.58,0.82,0.99,0.65,0.26,0.29,0.23,0.44,0.04
flylegacy.csv,0.44,0.66,0.98,0.2,0.71,0.48,0.54,0.45,0.52,0.83
ftm.csv,0.4,0.83,0.79,0.22,0.73,0.42,0.53,0.6,0.96,0.77
jcache.csv,0.43,1.0,0.76,0.2,0.5,0.5,0.33,0.42,0.5,1.0
lphant.csv,0.3,0.61,0.9,0.17,0.62,0.59,0.39,0.96,0.47,0.67
minig.csv,0.43,0.55,0.78,0.15,0.61,1.0,0.38,0.43,0.47,0.75
mob-sen-plat.csv,0.3,1.0,0.67,0.08,0.25,0.29,0.5,0.32,0.31,0.62
raygina.csv,0.96,0.33,0.75,0.21,0.74,0.56,0.41,0.52,0.49,0.85
upp-mirror.csv,0.46,0.67,0.81,0.31,0.98,0.62,0.39,0.75,0.52,0.8
yarp.csv,0.44,0.88,0.81,0.19,0.66,0.37,1.0,0.5,0.55,0.39
