,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.37,0.11,0.4,0.64,0.13,0.12,0.15,0.0,0.09
flylegacy.csv,0.7,0.46,0.75,0.55,0.47,0.52,0.52,0.36,0.17
ftm.csv,0.4,0.15,0.48,0.41,0.24,0.34,0.67,0.36,0.67
jguard.csv,0.58,0.35,0.62,0.65,0.61,0.71,0.64,0.4,0.51
m-a-d-n-e-s-s.csv,0.28,0.0,0.34,0.27,0.07,0.0,0.71,0.14,0.64
mob-sen-plat.csv,0.47,0.83,0.44,0.54,0.59,0.5,0.65,0.56,0.57
raygina.csv,0.72,0.0,0.53,0.61,0.29,0.34,0.32,0.44,0.13
upp-mirror.csv,0.39,0.07,0.61,0.5,0.69,0.44,0.59,0.4,0.43
yarp.csv,0.24,0.0,0.34,0.17,0.0,0.32,0.28,0.65,0.02
