,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.7,0.91,0.8,0.45,0.9,0.9,0.88,1.0,0.94
flylegacy.csv,0.6,0.61,0.37,0.59,0.69,0.8,0.82,0.73,0.96
ftm.csv,0.67,0.88,0.6,0.66,0.81,0.72,0.41,0.75,0.5
jguard.csv,0.7,0.7,0.71,0.6,0.58,0.45,0.73,0.67,0.82
m-a-d-n-e-s-s.csv,0.77,1.0,0.72,0.78,0.94,1.0,0.36,0.89,0.64
mob-sen-plat.csv,0.84,0.24,0.87,0.78,0.75,0.83,0.7,0.63,0.76
raygina.csv,0.38,1.0,0.73,0.67,0.77,0.78,0.74,0.67,0.89
upp-mirror.csv,0.78,0.94,0.66,0.6,0.45,0.63,0.52,0.67,0.64
yarp.csv,0.81,1.0,0.75,0.86,1.0,0.9,0.77,0.48,0.98
