,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.96,0.66,0.6,0.74,0.36,0.3
aime.csv,0.31,0.99,0.42,0.28,0.86,0.13
badtrinitycore.csv,0.23,0.04,0.19,0.94,0.43,0.33
electric-core.csv,0.54,0.25,0.92,0.51,0.71,0.3
geochat.csv,0.35,0.81,0.23,0.13,0.86,0.9
olsrd.csv,0.96,1.0,0.83,0.83,1.0,0.73
