,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,1.0,0.87,0.28,0.14,0.19,0.3
aime.csv,0.53,0.79,0.34,0.27,1.0,0.4
badtrinitycore.csv,0.86,1.0,0.54,1.0,0.21,0.17
electric-core.csv,0.48,0.65,1.0,0.11,0.18,0.2
geochat.csv,0.45,0.82,0.25,0.12,0.19,1.0
olsrd.csv,0.57,1.0,0.23,0.14,0.22,0.28
