,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.81,0.53,0.8,0.57
jajuk.csv,0.35,0.57,0.64,0.63
vapor.csv,0.98,0.54,0.84,0.94
zorannt.csv,0.85,0.78,0.85,0.9
