,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.48,0.34,0.39,0.37,0.41,0.42,0.42,0.32,0.43,0.39,0.49,0.44,0.36,0.39,0.46,0.44,0.45,0.37
doomlegacy.csv,0.39,0.0,0.44,0.93,0.46,0.55,0.37,0.75,0.9,0.42,0.51,0.44,0.35,0.55,0.41,0.49,0.34,0.94
elmo.csv,0.4,0.42,0.39,0.63,0.41,0.43,0.36,0.31,0.34,0.39,0.39,0.41,0.3,0.38,0.48,0.41,0.33,0.41
geochat.csv,0.99,0.59,0.73,0.68,0.98,0.88,0.99,0.78,0.61,0.83,0.0,0.88,0.95,0.79,0.66,0.87,0.88,0.63
gpac.csv,0.54,0.53,0.52,0.47,0.94,0.72,0.38,0.49,0.45,0.42,0.64,0.77,0.87,0.5,0.48,0.58,0.57,0.45
illumination.csv,0.0,0.59,0.97,0.55,0.0,0.47,0.94,0.0,0.0,0.58,0.54,0.64,0.0,0.71,0.42,0.0,0.0,0.74
ktc.csv,0.42,0.38,0.38,0.82,0.48,0.55,0.55,0.32,0.37,0.44,0.7,0.48,0.36,0.54,0.52,0.47,0.34,0.82
neoengine.csv,0.53,0.49,0.5,0.5,0.76,0.51,0.4,0.32,0.37,0.45,0.9,0.51,0.36,0.43,0.51,0.45,0.47,0.5
nicepress.csv,0.45,0.52,0.44,0.55,0.44,0.53,0.38,0.31,0.44,0.57,0.45,0.65,0.56,0.56,0.44,0.42,0.45,0.44
omseek.csv,0.97,0.0,0.95,0.0,0.97,0.83,0.98,0.75,0.94,0.53,0.93,0.71,0.75,0.86,0.67,0.97,0.48,0.8
open-ms.csv,0.37,0.39,0.42,0.52,0.49,0.62,0.43,0.94,0.71,0.8,0.72,0.49,0.32,0.42,0.53,0.49,0.33,0.94
pi-qmc.csv,0.48,0.5,0.39,0.36,0.62,0.44,0.44,0.31,0.43,0.42,0.41,0.41,0.34,0.34,0.5,0.42,0.42,0.37
rosegarden.csv,0.41,0.41,0.45,0.68,0.53,0.51,0.41,0.45,0.51,0.9,0.67,0.45,0.34,0.88,0.47,0.43,0.35,0.96
smarttag.csv,0.36,0.37,0.37,0.42,0.42,0.46,0.45,0.46,0.75,0.45,0.44,0.47,0.35,0.37,0.62,0.41,0.37,0.41
sylpheed-claws.csv,0.35,0.5,0.43,0.35,0.4,0.42,0.35,0.35,0.44,0.4,0.44,0.43,0.35,0.33,0.42,0.39,0.32,0.53
tango-cs.csv,0.42,0.48,0.48,0.54,0.49,0.44,0.41,0.37,0.45,0.52,0.41,0.44,0.38,0.37,0.58,0.42,0.45,0.38
xemeiah.csv,0.47,0.7,0.42,0.55,0.51,0.48,0.36,0.33,0.4,0.39,0.52,0.65,0.49,0.86,0.5,0.47,0.36,0.69
zscreen.csv,0.42,0.73,0.51,0.51,0.54,0.51,0.42,0.95,0.88,0.43,0.49,0.56,0.48,0.49,0.68,0.51,0.42,0.53
