,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.48,0.51,0.48,0.81,0.83,0.97,0.22,1.0,0.95,0.92,0.67,0.6,0.62,0.71,0.79,0.77,0.59,0.9
doomlegacy.csv,0.45,0.0,0.99,0.07,0.56,0.46,0.97,0.02,0.06,0.95,0.58,0.78,0.42,0.42,1.0,0.51,0.93,0.13
elmo.csv,0.44,0.3,0.34,0.26,0.51,0.36,0.61,0.68,0.45,0.77,0.44,0.52,0.54,0.54,0.21,0.61,0.72,0.69
geochat.csv,0.31,0.85,0.6,0.52,0.18,0.07,0.08,0.45,0.6,0.1,0.0,0.03,0.23,0.34,0.73,0.38,0.04,0.27
gpac.csv,0.58,0.88,0.35,0.67,0.3,0.42,0.83,0.32,0.95,0.82,0.47,0.31,0.35,0.63,0.82,0.47,0.43,0.65
illumination.csv,0.0,0.85,0.11,0.78,0.0,0.59,0.02,0.0,0.0,0.49,0.44,0.47,0.0,0.12,0.96,0.0,0.0,0.26
ktc.csv,0.22,0.28,0.38,0.11,0.24,0.22,0.17,0.64,0.34,0.44,0.12,0.32,0.38,0.31,0.12,0.47,0.59,0.14
neoengine.csv,0.28,0.99,0.27,0.33,0.19,0.42,0.45,0.91,0.6,0.49,0.12,0.52,0.65,0.58,0.32,0.71,0.39,0.4
nicepress.csv,0.49,0.84,0.99,0.48,0.57,0.26,0.51,0.96,0.99,0.59,0.31,0.26,0.15,0.43,0.91,0.82,0.54,0.59
omseek.csv,0.04,0.01,0.02,0.0,0.03,0.06,0.08,0.04,0.05,0.31,0.08,0.19,0.0,0.06,0.0,0.05,0.41,0.02
open-ms.csv,0.43,0.39,0.32,0.22,0.27,0.17,0.58,0.19,0.13,0.18,0.28,0.42,0.42,0.48,0.29,0.37,0.74,0.13
pi-qmc.csv,0.49,1.0,0.68,0.63,0.31,0.3,0.33,1.0,0.98,0.51,0.5,0.81,0.81,0.83,0.14,0.52,0.58,0.65
rosegarden.csv,0.34,0.54,0.95,0.11,0.23,0.29,0.75,0.45,0.21,0.15,0.29,0.72,0.69,0.11,0.71,0.81,0.88,0.18
smarttag.csv,0.55,0.37,0.45,0.52,0.49,0.26,0.49,0.38,0.15,0.33,0.58,0.59,0.69,0.68,0.09,0.68,0.78,0.5
sylpheed-claws.csv,0.88,1.0,0.91,1.0,0.91,1.0,0.88,0.53,0.34,0.9,1.0,1.0,1.0,0.95,0.98,0.98,0.8,0.33
tango-cs.csv,0.53,0.28,0.56,0.41,0.56,0.84,0.46,0.68,0.39,0.56,0.4,0.73,0.5,0.69,0.18,0.64,0.36,0.77
xemeiah.csv,0.28,0.13,0.76,0.07,0.41,0.59,0.88,0.66,0.73,0.92,0.29,0.19,0.27,0.11,0.29,0.47,0.8,0.27
zscreen.csv,0.5,0.15,0.47,0.22,0.56,0.7,0.8,0.13,0.12,0.67,0.72,0.46,0.46,0.63,0.2,0.58,0.7,0.5
