,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.49,0.61,0.52,0.39,0.5,0.58,0.67,0.73,0.47,0.55,0.55,0.56,0.59,0.96,0.45,0.55,0.34
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.5,0.0
bigdata.csv,0.71,0.72,0.62,0.61,0.48,0.66,0.4,0.41,0.55,0.83,0.6,0.42,0.92,0.96,0.46,0.56,0.31
dsworkbench.csv,0.42,0.96,0.75,0.66,0.88,0.99,0.92,0.87,0.94,0.58,0.92,0.63,0.86,0.91,0.97,0.96,0.43
foursquared.csv,0.67,0.91,0.8,0.9,0.61,0.96,0.86,0.93,0.62,0.7,0.93,0.65,0.82,0.88,0.77,0.79,0.94
geotools.csv,0.86,0.94,0.86,0.9,0.65,0.99,0.67,0.77,0.62,0.69,0.95,0.71,0.91,0.94,0.97,0.96,0.95
gephex.csv,0.66,0.57,0.6,0.42,0.7,0.68,0.61,0.97,0.47,0.52,0.49,0.65,0.75,0.97,0.4,0.77,0.31
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.5,0.67,0.67,0.0,0.88,0.9,0.0,0.0,0.86,0.86,0.5,0.0,0.5,0.67,0.0,0.75,0.0
pokenetonline.csv,0.42,0.46,0.42,0.38,0.41,0.48,0.38,0.55,0.42,0.41,0.49,0.38,0.62,0.56,0.97,0.44,0.34
qmmp.csv,0.42,0.54,0.35,0.42,0.31,0.45,0.43,0.82,0.38,0.43,0.35,0.46,0.34,0.52,0.41,0.42,0.49
rcp-company-uibindings.csv,0.36,0.44,0.39,0.33,0.29,0.44,0.41,0.4,0.4,0.41,0.35,0.4,0.33,0.41,0.34,0.4,0.28
simplewebservices.csv,0.62,0.86,0.69,0.46,0.47,0.62,0.5,0.56,0.68,0.54,0.79,0.52,0.91,0.75,0.58,0.55,0.39
t-2.csv,0.41,0.53,0.49,0.52,0.47,0.99,0.92,0.51,0.54,0.57,0.46,0.72,0.54,0.51,0.92,0.6,0.55
wsmt.csv,0.77,0.96,0.93,0.88,0.8,0.95,0.55,0.94,0.83,0.99,0.93,0.98,0.57,0.44,0.96,0.96,0.83
yarp0.csv,0.46,0.85,0.62,0.42,0.36,0.52,0.55,0.5,0.61,0.52,0.65,0.45,0.36,0.6,0.52,0.54,0.43
