,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.2,0.0,0.36,0.2,0.51,0.19,0.33,0.97,0.6,0.22,0.41,0.24,0.52,0.58
avifile.csv,1.0,0.09,0.05,0.0,0.0,0.02,0.24,0.03,0.0,0.09,0.14,0.28,0.15,0.0
delphilhlplib.csv,0.6,0.64,0.34,0.87,1.0,0.69,1.0,0.55,0.72,0.6,0.34,0.47,0.39,0.63
fluidium.csv,0.6,0.36,0.16,0.23,0.26,0.5,0.95,0.18,0.48,0.18,0.59,0.09,0.11,0.37
gnome-jabber.csv,0.8,0.82,0.96,0.93,0.98,0.96,0.81,0.92,0.92,0.89,0.83,1.0,0.87,1.0
ipfilter.csv,0.8,0.73,0.88,0.97,0.68,0.06,0.76,0.74,0.36,0.58,0.86,0.92,0.98,0.89
jparsec.csv,0.6,1.0,0.88,1.0,0.49,0.7,0.76,0.87,0.68,0.96,0.86,1.0,0.8,0.47
loki-lib.csv,0.2,0.73,0.55,0.9,0.32,0.85,0.62,0.76,0.68,0.62,1.0,0.29,0.39,0.53
mumble.csv,0.0,0.36,0.39,0.43,0.85,0.28,0.1,0.13,0.96,0.07,0.1,0.15,0.43,0.11
opengs.csv,0.2,0.27,0.43,0.33,0.26,1.0,0.38,0.32,0.4,0.27,0.17,0.13,0.35,0.26
owfs.csv,0.0,1.0,0.34,0.03,0.08,0.07,0.05,0.16,0.16,0.24,0.14,0.12,0.11,0.11
rectracker.csv,0.8,1.0,1.0,0.87,0.87,0.96,1.0,0.92,1.0,0.87,1.0,0.87,0.7,0.95
rockbox.csv,0.2,0.64,0.55,0.43,0.53,0.39,0.38,0.29,0.64,0.58,0.38,0.45,0.57,1.0
zealos.csv,0.6,0.82,0.54,1.0,0.87,0.54,0.71,0.37,0.56,0.33,0.69,0.75,0.54,0.58
