,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.46,0.08,0.48,0.07,0.17,0.4,0.34,0.0,0.29,0.09,0.41,0.2,0.26,0.19
avifile.csv,0.0,0.04,0.0,0.0,0.0,0.09,0.24,0.11,0.22,0.22,0.28,0.4,0.05,0.31
delphilhlplib.csv,0.46,0.62,0.04,0.63,0.0,0.71,0.9,0.34,0.48,0.33,0.39,0.2,0.89,0.31
fluidium.csv,0.4,0.31,0.04,0.06,0.61,0.34,0.0,0.17,0.32,0.19,0.39,0.0,0.68,0.22
gnome-jabber.csv,0.89,0.88,0.93,0.96,0.89,0.97,0.86,0.91,0.69,0.97,0.57,0.6,0.89,0.94
ipfilter.csv,0.69,0.81,1.0,0.99,0.44,0.25,0.79,0.94,0.72,0.52,0.93,1.0,0.0,0.59
jparsec.csv,0.69,0.92,0.85,0.96,0.5,0.7,0.72,0.69,0.82,0.0,0.87,1.0,0.95,0.69
loki-lib.csv,0.43,0.71,0.41,0.62,0.06,0.58,0.34,0.46,0.4,0.59,0.0,0.2,0.58,0.28
mumble.csv,0.14,0.31,0.44,0.19,0.94,0.18,0.1,0.11,0.0,0.07,0.04,0.0,0.11,0.06
opengs.csv,0.23,0.25,0.19,0.06,0.17,0.0,0.21,0.2,0.18,0.2,0.09,0.0,0.11,0.12
owfs.csv,0.08,0.0,0.04,0.07,0.06,0.04,0.03,0.0,0.05,0.14,0.07,0.0,0.11,0.0
rectracker.csv,0.74,0.96,0.0,0.88,0.78,0.87,0.79,0.8,0.88,0.91,1.0,0.8,0.95,0.94
rockbox.csv,0.46,0.35,0.59,0.13,0.33,0.47,0.34,0.2,0.31,0.51,0.26,0.4,0.16,0.03
zealos.csv,0.49,0.79,0.48,0.0,0.94,0.57,0.72,0.6,0.63,0.26,0.85,0.8,0.26,0.56
