,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.92,1.0,0.8,0.8,0.52,0.91,0.75,0.03,0.5,0.78,0.72,0.79,0.55,0.46
avifile.csv,0.0,0.91,0.95,1.0,1.0,0.99,0.8,0.98,1.02,0.94,0.91,0.82,0.85,1.05
delphilhlplib.csv,0.61,0.71,0.66,0.65,0.0,0.78,0.9,0.56,0.55,0.52,0.76,0.57,1.08,0.48
fluidium.csv,0.57,0.71,0.84,0.77,0.96,0.6,0.05,0.83,0.61,0.84,0.57,0.91,1.12,0.67
gnome-jabber.csv,0.91,0.9,0.93,0.96,0.89,0.97,0.88,0.92,0.7,0.98,0.59,0.6,0.9,0.94
ipfilter.csv,0.72,0.85,1.01,0.99,0.55,0.98,0.83,0.98,0.97,0.67,0.94,1.0,0.02,0.6
jparsec.csv,0.8,0.92,0.86,0.96,0.71,0.76,0.76,0.7,0.88,0.04,0.88,1.0,0.97,0.87
loki-lib.csv,0.91,0.76,0.6,0.63,0.68,0.6,0.51,0.51,0.51,0.7,0.0,0.73,0.84,0.55
mumble.csv,1.01,0.71,0.75,0.6,0.96,0.74,0.91,0.88,0.04,0.94,0.9,0.85,0.57,0.9
opengs.csv,0.83,0.77,0.6,0.67,0.75,0.0,0.65,0.71,0.63,0.76,0.83,0.87,0.66,0.75
owfs.csv,1.0,0.0,0.66,0.97,0.93,0.93,0.95,0.84,0.84,0.77,0.86,0.88,0.9,0.89
rectracker.csv,0.77,0.96,0.0,0.89,0.79,0.87,0.79,0.8,0.88,0.92,1.0,0.81,1.0,0.94
rockbox.csv,0.92,0.5,0.74,0.58,0.58,0.77,0.71,0.74,0.47,0.66,0.67,0.68,0.46,0.03
zealos.csv,0.63,0.81,0.67,0.0,0.95,0.74,0.78,0.87,0.77,0.72,0.9,0.84,0.53,0.7
