,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.76,0.0,0.83,0.0,0.35
mediaportal.csv,0.5,0.49,0.19,0.4,0.45
poormans.csv,0.59,0.39,0.13,0.39,0.58
smartgwt.csv,0.56,0.63,0.77,0.29,0.37
sqlpower-library.csv,0.8,0.31,0.82,0.32,0.39
