,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.76,0.0,0.79,0.0,1.0
mediaportal.csv,0.35,0.41,0.11,0.52,0.47
poormans.csv,0.43,0.26,0.07,0.7,0.76
smartgwt.csv,0.46,0.73,0.75,0.48,0.62
sqlpower-library.csv,0.74,0.69,0.88,1.0,1.0
