,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,1.0,0.62,0.67,1.0,0.88,0.5,0.63,1.0,1.0,0.49,0.71,0.95,1.0,0.52,0.86,1.0,1.0
codepurge.csv,0.87,0.59,0.89,0.75,0.92,0.56,0.52,0.71,0.92,0.63,0.7,0.73,0.92,0.37,0.58,0.62,0.9
fontforge.csv,0.93,0.91,1.0,1.0,0.99,0.76,0.98,0.34,0.86,0.95,0.75,0.86,0.86,0.99,0.99,0.85,0.97
glas.csv,0.88,0.55,0.49,0.76,0.89,0.74,0.63,0.64,0.85,0.75,0.81,0.77,0.5,0.62,0.88,0.92,0.62
gmerlin.csv,1.0,0.98,0.78,1.0,1.0,0.81,1.0,1.0,0.81,1.0,0.91,0.7,0.96,1.0,1.0,0.46,0.72
hatari.csv,0.63,0.48,0.46,0.78,0.81,0.59,0.77,0.94,0.95,0.85,0.46,0.9,0.76,0.94,0.86,0.7,0.7
jcl.csv,0.53,0.59,0.7,0.93,0.49,0.58,0.67,0.58,0.79,0.69,0.57,0.79,0.95,0.78,0.4,0.65,0.66
ltp.csv,0.79,0.72,0.87,0.7,0.48,0.79,1.32,0.74,0.84,0.63,0.53,0.56,0.83,0.89,0.87,0.74,0.75
mia.csv,0.68,0.87,0.66,0.82,0.98,0.77,0.35,0.52,0.82,0.93,0.6,0.44,0.97,1.0,0.83,0.77,0.78
net-snmp.csv,0.53,0.55,0.66,0.78,0.64,0.76,0.25,1.0,0.75,0.73,0.73,0.65,0.93,0.7,0.83,0.78,0.74
opde.csv,1.0,0.61,1.0,0.54,1.0,0.67,0.37,0.66,0.69,1.0,0.5,0.98,0.84,0.58,0.92,0.76,0.7
oppna-program-hsatools.csv,0.62,0.5,0.63,1.0,0.68,0.51,0.75,0.97,0.85,0.95,0.18,0.99,0.77,0.84,0.74,0.7,0.82
powerfolder-.csv,0.69,0.43,0.71,0.8,0.93,0.77,0.35,0.64,0.53,0.61,0.74,0.74,0.84,0.83,0.56,0.67,0.68
qlc.csv,1.0,0.65,1.0,0.64,0.72,0.6,0.25,1.0,0.39,0.75,0.8,0.9,0.73,0.79,0.5,1.0,0.82
quantlib.csv,1.0,1.0,0.97,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.5
tcl.csv,0.82,0.84,0.78,0.93,0.72,0.69,1.19,1.0,0.71,0.47,0.77,0.94,0.82,0.81,1.0,0.86,0.83
