,f1,g,recall,precision,pf,wins
chipster.csv,0.07,0.17,0.14,0.11,0.04,1
codepurge.csv,0.46,0.52,0.71,0.4,0.52,12
fontforge.csv,0.51,0.29,0.93,0.35,0.92,5
glas.csv,0.5,0.52,0.78,0.39,0.61,13
gmerlin.csv,0.25,0.13,0.83,0.15,0.75,2
hatari.csv,0.51,0.52,0.76,0.41,0.69,11
jcl.csv,0.42,0.54,0.55,0.43,0.36,14
ltp.csv,0.42,0.48,0.69,0.35,0.67,7
mia.csv,0.32,0.3,0.37,0.44,0.23,6
net-snmp.csv,0.42,0.47,0.59,0.38,0.52,9
opde.csv,0.34,0.48,0.64,0.35,0.47,8
oppna-program-hsatools.csv,0.53,0.52,0.87,0.42,0.61,15
powerfolder-.csv,0.33,0.54,0.54,0.4,0.41,10
qlc.csv,0.33,0.36,0.32,0.27,0.23,4
quantlib.csv,0.07,0.0,0.03,0.12,0.07,0
tcl.csv,0.33,0.42,0.39,0.29,0.46,3
