,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.35,0.33,0.0,0.88,0.32,0.63,0.0,0.01,0.45,0.0,0.04,0.0,0.26,0.04,0.0,0.01
codepurge.csv,0.86,0.55,0.86,0.58,0.92,0.34,0.52,0.68,0.24,0.57,0.09,0.69,0.05,0.22,0.46,0.36,0.19
fontforge.csv,0.92,0.91,1.0,1.0,0.99,0.74,0.98,0.23,0.84,0.95,0.65,0.84,0.85,0.99,0.99,0.85,0.97
glas.csv,0.88,0.47,0.31,0.47,0.88,0.57,0.63,0.61,0.85,0.72,0.61,0.74,0.38,0.37,0.88,0.92,0.57
gmerlin.csv,0.0,0.97,0.75,1.0,0.0,0.8,1.0,0.0,0.8,0.0,0.91,0.68,0.96,1.0,0.0,0.27,0.56
hatari.csv,0.51,0.41,0.39,0.76,0.8,0.41,0.77,0.94,0.95,0.85,0.13,0.9,0.69,0.43,0.85,0.24,0.32
jcl.csv,0.47,0.38,0.58,0.13,0.43,0.36,0.67,0.29,0.65,0.35,0.3,0.11,0.04,0.66,0.33,0.26,0.47
ltp.csv,0.35,0.66,0.86,0.67,0.42,0.75,0.87,0.45,0.74,0.48,0.43,0.46,0.71,0.88,0.86,0.33,0.74
mia.csv,0.25,0.0,0.31,0.76,0.08,0.12,0.35,0.35,0.6,0.92,0.04,0.2,0.05,0.04,0.25,0.15,0.23
net-snmp.csv,0.33,0.39,0.22,0.58,0.53,0.55,0.25,1.0,0.74,0.55,0.7,0.52,0.93,0.32,0.27,0.36,0.46
opde.csv,1.0,0.45,1.0,0.31,1.0,0.59,0.37,0.61,0.63,0.02,0.3,0.98,0.07,0.44,0.85,0.47,0.44
oppna-program-hsatools.csv,0.61,0.41,0.58,1.0,0.68,0.3,0.75,0.97,0.84,0.95,0.13,0.99,0.24,0.14,0.69,0.52,0.58
powerfolder-.csv,0.55,0.18,0.17,0.64,0.23,0.3,0.35,0.45,0.41,0.42,0.48,0.66,0.2,0.04,0.43,0.58,0.36
qlc.csv,0.0,0.64,0.0,0.47,0.66,0.21,0.25,0.0,0.35,0.12,0.04,0.89,0.27,0.07,0.25,0.0,0.23
quantlib.csv,1.0,0.01,0.0,0.0,1.0,0.16,0.0,1.0,0.07,1.0,0.0,0.03,0.0,0.0,1.0,1.0,0.33
tcl.csv,0.45,0.69,0.61,0.89,0.39,0.46,0.65,0.0,0.37,0.42,0.65,0.72,0.8,0.3,0.0,0.18,0.76
