,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.24,0.52,0.9,0.17,0.54,0.46,0.78,0.68,0.47,0.5,0.29,0.0,0.69,0.69,0.5,0.73,0.99,0.78,0.02
fityk.csv,0.48,0.47,0.69,0.23,0.37,0.62,0.71,0.58,0.53,0.4,0.3,0.0,0.05,0.81,0.23,0.96,0.49,0.65,0.02
ivataopenportal.csv,0.44,0.51,0.69,0.19,0.64,0.96,0.84,0.78,0.22,0.41,0.33,0.0,0.6,0.85,0.36,0.62,0.61,0.58,0.0
lcfizvtop.csv,0.46,0.51,0.91,0.26,0.59,0.28,0.72,0.68,0.31,0.59,0.91,0.0,0.38,0.47,0.24,0.26,0.61,0.45,0.0
lite.csv,0.62,0.3,0.62,0.25,0.13,0.25,0.16,0.29,0.3,0.28,0.32,0.0,0.0,0.42,0.97,0.24,0.36,0.32,0.0
onotoa.csv,0.45,0.47,0.82,0.16,0.7,0.48,0.79,1.0,0.42,0.36,0.27,0.04,0.14,0.53,0.29,0.74,0.42,0.61,0.0
openwbem.csv,0.45,0.95,0.75,0.13,0.74,0.48,0.71,0.82,0.27,0.5,0.23,0.0,0.72,0.59,0.38,0.52,0.74,0.71,0.03
orc.csv,0.04,0.37,0.26,0.97,0.46,0.41,0.8,0.6,0.35,0.3,0.0,0.0,0.17,0.33,0.24,0.23,0.16,0.16,0.0
plato.csv,0.14,0.5,0.87,0.15,0.67,0.66,1.0,0.79,0.5,0.54,0.27,0.04,0.6,0.79,0.35,0.7,0.78,0.78,0.0
rodin-b-sharp.csv,0.0,0.05,0.59,0.32,0.13,0.08,0.51,0.39,0.11,0.97,0.0,0.0,0.0,0.29,0.0,0.04,0.27,0.38,0.0
ta3d.csv,0.33,0.51,0.84,0.16,0.68,0.52,0.75,0.72,0.31,0.46,0.33,0.05,0.62,0.69,0.28,0.7,0.67,0.97,0.03
tycho.csv,0.48,0.55,0.94,0.19,0.47,0.63,0.45,0.69,0.36,0.5,0.23,0.12,1.0,0.57,0.47,0.64,0.45,0.47,0.0
umber.csv,0.97,0.33,0.55,0.19,0.18,0.3,0.17,0.38,0.44,0.24,0.12,0.11,0.44,0.27,0.3,0.42,0.43,0.42,0.03
vienna-add-in.csv,0.6,0.57,0.99,0.16,0.99,0.66,0.76,0.8,0.36,0.49,0.29,0.03,0.56,0.76,0.42,0.72,0.72,0.81,0.02
wpdev.csv,0.42,0.52,1.0,0.28,0.66,0.68,0.83,0.61,0.42,0.61,0.23,0.03,0.0,0.88,0.42,0.78,0.47,0.76,0.02
xcmetadataservicestoolkit.csv,0.45,0.54,0.85,0.16,0.48,0.6,0.52,0.54,0.33,0.58,0.19,0.04,0.05,1.0,0.48,0.67,0.54,0.73,0.02
yarp0.csv,0.46,0.51,0.74,0.23,0.44,0.45,0.61,0.53,1.0,0.48,0.35,0.0,0.3,0.63,0.4,0.58,0.33,0.59,0.0
