,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.16,0.36,0.99,0.09,0.59,0.63,0.84,0.75,0.34,0.38,0.19,0.0,0.54,0.74,0.35,0.67,1.0,0.7,0.01
fityk.csv,0.34,0.45,0.99,0.15,0.49,0.53,0.89,0.77,0.45,0.33,0.2,0.0,0.5,0.82,0.2,1.0,0.64,0.74,0.01
ivataopenportal.csv,0.3,0.39,1.0,0.11,0.64,0.96,0.87,0.84,0.2,0.31,0.21,0.0,0.58,0.78,0.24,0.71,0.78,0.71,0.0
lcfizvtop.csv,0.36,0.46,0.98,0.19,0.69,0.59,0.82,0.83,0.26,0.54,0.91,0.0,0.59,0.7,0.19,0.47,0.7,0.79,0.0
lite.csv,0.77,0.38,0.98,0.19,1.0,0.51,0.57,0.81,0.36,0.36,0.38,0.0,0.0,0.92,1.0,0.5,0.75,0.78,0.0
onotoa.csv,0.32,0.39,0.98,0.09,0.67,0.47,0.82,1.0,0.28,0.27,0.16,0.02,0.33,0.8,0.21,0.68,0.55,0.7,0.0
openwbem.csv,0.33,0.99,0.98,0.08,0.69,0.48,0.79,0.84,0.19,0.37,0.15,0.0,0.61,0.79,0.26,0.66,0.69,0.73,0.02
orc.csv,0.03,0.4,1.0,0.94,0.53,0.61,0.84,0.92,0.57,0.33,0.0,0.0,0.33,0.6,0.21,0.75,0.67,1.0,0.0
plato.csv,0.09,0.35,0.98,0.08,0.63,0.52,1.0,0.81,0.34,0.39,0.16,0.02,0.51,0.71,0.24,0.68,0.74,0.69,0.0
rodin-b-sharp.csv,0.0,0.4,0.98,0.29,0.67,0.5,0.88,0.83,0.5,1.0,0.0,0.0,0.0,0.78,0.0,0.33,0.41,0.56,0.0
ta3d.csv,0.23,0.47,0.99,0.09,0.65,0.49,0.83,0.77,0.24,0.34,0.24,0.03,0.56,0.74,0.19,0.7,0.75,1.0,0.02
tycho.csv,0.33,0.4,1.0,0.11,0.62,0.49,0.81,0.83,0.29,0.39,0.2,0.06,1.0,0.85,0.33,0.68,0.65,0.65,0.0
umber.csv,1.0,0.35,1.0,0.14,1.0,0.49,0.67,0.86,0.36,0.29,0.09,0.06,0.73,0.58,0.6,0.56,0.53,0.77,0.02
vienna-add-in.csv,0.44,0.46,0.99,0.09,1.0,0.54,0.85,0.86,0.29,0.37,0.19,0.02,0.52,0.77,0.3,0.69,0.63,0.69,0.01
wpdev.csv,0.27,0.36,1.0,0.16,0.63,0.52,0.83,0.77,0.31,0.46,0.15,0.02,0.0,0.78,0.39,0.73,0.52,0.66,0.01
xcmetadataservicestoolkit.csv,0.3,0.45,0.99,0.1,0.69,0.56,0.94,0.79,0.3,0.6,0.14,0.02,0.17,1.0,0.6,0.72,0.72,0.72,0.01
yarp0.csv,0.36,0.51,1.0,0.14,0.6,0.6,0.83,0.88,1.0,0.43,0.23,0.0,0.64,0.73,0.35,0.86,0.58,0.74,0.0
