,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.47,0.94,0.83,0.75,0.49,0.36,0.74,0.62,0.75,0.74,0.64,0.0,0.94,0.65,0.87,0.82,0.98,0.89,1.0
fityk.csv,0.79,0.49,0.53,0.56,0.3,0.75,0.6,0.46,0.62,0.52,0.64,0.0,0.03,0.8,0.27,0.93,0.39,0.57,1.0
ivataopenportal.csv,0.84,0.74,0.53,0.75,0.65,0.95,0.81,0.73,0.25,0.61,0.73,0.0,0.63,0.95,0.73,0.55,0.5,0.49,0.0
lcfizvtop.csv,0.63,0.56,0.85,0.38,0.52,0.18,0.64,0.58,0.38,0.65,0.91,0.0,0.29,0.35,0.33,0.18,0.55,0.31,0.0
lite.csv,0.53,0.25,0.45,0.38,0.07,0.16,0.1,0.18,0.25,0.23,0.27,0.0,0.0,0.28,0.93,0.16,0.23,0.2,0.0
onotoa.csv,0.79,0.62,0.71,0.62,0.72,0.5,0.76,1.0,0.81,0.5,0.73,1.0,0.09,0.4,0.47,0.82,0.34,0.54,0.0
openwbem.csv,0.68,0.93,0.61,0.38,0.8,0.49,0.64,0.8,0.44,0.77,0.45,0.0,0.89,0.48,0.73,0.43,0.8,0.69,1.0
orc.csv,0.05,0.34,0.15,1.0,0.4,0.31,0.76,0.45,0.25,0.28,0.0,0.0,0.11,0.22,0.27,0.14,0.09,0.09,0.0
plato.csv,0.26,0.89,0.78,0.69,0.72,0.92,1.0,0.78,0.94,0.88,0.73,1.0,0.74,0.88,0.6,0.73,0.83,0.89,0.0
rodin-b-sharp.csv,0.0,0.03,0.42,0.38,0.07,0.05,0.36,0.26,0.06,0.95,0.0,0.0,0.0,0.18,0.0,0.02,0.2,0.29,0.0
ta3d.csv,0.58,0.56,0.73,0.69,0.72,0.55,0.69,0.68,0.44,0.7,0.55,1.0,0.69,0.65,0.53,0.7,0.61,0.94,1.0
tycho.csv,0.89,0.9,0.89,0.62,0.39,0.86,0.31,0.59,0.5,0.7,0.27,1.0,1.0,0.42,0.8,0.61,0.34,0.37,0.0
umber.csv,0.95,0.32,0.38,0.31,0.1,0.22,0.1,0.24,0.56,0.2,0.18,1.0,0.31,0.18,0.2,0.34,0.36,0.29,1.0
vienna-add-in.csv,0.95,0.76,1.0,0.81,0.98,0.87,0.69,0.74,0.5,0.72,0.64,1.0,0.6,0.75,0.73,0.75,0.83,1.0,1.0
wpdev.csv,1.0,0.97,1.0,0.94,0.69,1.0,0.83,0.5,0.62,0.94,0.55,1.0,0.0,1.0,0.47,0.84,0.42,0.89,1.0
xcmetadataservicestoolkit.csv,0.89,0.69,0.75,0.44,0.37,0.65,0.36,0.41,0.38,0.56,0.27,1.0,0.03,1.0,0.4,0.64,0.44,0.74,1.0
yarp0.csv,0.63,0.5,0.59,0.69,0.35,0.36,0.48,0.38,1.0,0.55,0.73,0.0,0.2,0.55,0.47,0.43,0.23,0.49,0.0
