,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.34,0.27,0.73,0.45,0.43,0.4,0.53,0.22,0.63,0.59,0.56,0.0,0.0,0.58,0.71,0.48,0.98,0.51,0.51
fityk.csv,0.7,0.52,0.52,0.57,0.31,0.57,0.6,0.44,0.63,0.49,0.58,0.0,0.04,0.73,0.3,0.94,0.42,0.57,0.59
ivataopenportal.csv,0.64,0.61,0.58,0.56,0.48,0.95,0.66,0.62,0.28,0.47,0.62,0.0,0.58,0.63,0.41,0.55,0.53,0.5,0.0
lcfizvtop.csv,0.63,0.57,0.0,0.43,0.52,0.21,0.49,0.55,0.41,0.66,0.92,0.0,0.33,0.38,0.35,0.21,0.55,0.35,0.0
lite.csv,0.58,0.29,0.46,0.43,0.09,0.19,0.12,0.21,0.29,0.27,0.31,0.0,0.0,0.33,0.94,0.19,0.27,0.24,0.0
onotoa.csv,0.67,0.58,0.0,0.49,0.56,0.47,0.37,1.0,0.4,0.41,0.41,0.65,0.11,0.44,0.44,0.54,0.36,0.53,0.0
openwbem.csv,0.64,0.94,0.0,0.4,0.57,0.48,0.34,0.61,0.38,0.56,0.44,0.0,0.63,0.51,0.5,0.45,0.62,0.62,0.78
orc.csv,0.06,0.38,0.18,1.0,0.37,0.35,0.54,0.49,0.29,0.32,0.0,0.0,0.13,0.25,0.3,0.17,0.11,0.11,0.0
plato.csv,0.22,0.32,0.0,0.34,0.41,0.32,1.0,0.37,0.59,0.55,0.41,0.59,0.34,0.27,0.51,0.58,0.71,0.39,0.0
rodin-b-sharp.csv,0.0,0.04,0.43,0.43,0.09,0.06,0.4,0.3,0.07,0.96,0.0,0.0,0.0,0.21,0.0,0.02,0.22,0.32,0.0
ta3d.csv,0.51,0.58,0.67,0.46,0.47,0.51,0.51,0.22,0.44,0.5,0.56,0.78,0.56,0.58,0.35,0.61,0.61,0.95,0.75
tycho.csv,0.69,0.58,0.91,0.57,0.41,0.23,0.34,0.55,0.49,0.59,0.31,0.94,1.0,0.46,0.67,0.56,0.38,0.4,0.0
umber.csv,0.96,0.36,0.43,0.35,0.12,0.26,0.12,0.28,0.56,0.23,0.21,0.93,0.36,0.21,0.24,0.36,0.37,0.33,0.78
vienna-add-in.csv,0.84,0.69,0.0,0.17,0.98,0.52,0.59,0.65,0.49,0.56,0.56,0.0,0.51,0.64,0.61,0.59,0.31,0.0,0.33
wpdev.csv,0.21,0.09,1.0,0.77,0.46,0.05,0.38,0.45,0.57,0.71,0.46,0.21,0.0,0.65,0.51,0.66,0.37,0.0,0.0
xcmetadataservicestoolkit.csv,0.61,0.65,0.68,0.46,0.41,0.6,0.41,0.43,0.41,0.59,0.3,0.59,0.04,1.0,0.45,0.61,0.47,0.62,0.13
yarp0.csv,0.63,0.53,0.64,0.64,0.38,0.4,0.48,0.42,1.0,0.56,0.64,0.0,0.24,0.53,0.5,0.48,0.27,0.51,0.0
