,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.84,0.93,0.5,0.83,0.71,0.22,0.75,0.94,0.61,0.68,0.62,0.69,1.0,0.6,0.59,0.82,0.0,0.81,0.83
fityk.csv,0.53,0.33,0.5,0.38,0.63,0.71,0.38,0.62,0.32,0.6,0.58,0.63,0.04,0.47,0.39,0.0,0.41,0.44,0.78
ivataopenportal.csv,0.67,0.64,0.0,0.72,0.76,0.04,0.62,0.62,0.42,0.76,0.62,0.54,0.57,0.73,0.85,0.45,0.26,0.44,0.65
lcfizvtop.csv,0.38,0.37,1.0,0.18,0.46,0.13,0.75,0.56,0.45,0.32,0.02,0.19,0.25,0.4,0.54,0.41,0.44,0.19,0.58
lite.csv,0.05,0.22,0.5,0.19,0.0,0.16,0.38,0.19,0.18,0.24,0.1,0.22,0.04,0.07,0.0,0.32,0.15,0.12,0.25
onotoa.csv,0.58,0.54,1.0,0.73,0.71,0.61,0.88,0.0,0.87,0.76,0.85,0.73,0.21,0.27,0.66,0.77,0.53,0.5,0.06
openwbem.csv,0.47,0.01,1.0,0.49,0.73,0.55,0.88,0.69,0.76,0.73,0.58,0.59,0.71,0.33,0.78,0.45,0.68,0.56,0.59
orc.csv,0.55,0.28,0.0,0.01,0.71,0.21,0.75,0.19,0.08,0.32,0.0,0.0,0.29,0.4,0.37,0.09,0.09,0.0,0.07
plato.csv,0.87,0.91,1.0,0.89,0.85,0.91,0.0,0.88,0.76,0.78,0.85,0.78,0.89,0.93,0.68,0.68,0.56,0.88,0.74
rodin-b-sharp.csv,0.0,0.02,0.5,0.11,0.07,0.05,0.25,0.25,0.03,0.0,0.06,0.19,0.0,0.13,0.0,0.09,0.56,0.5,0.13
ta3d.csv,0.65,0.34,0.5,0.8,0.8,0.6,0.75,0.94,0.58,0.77,0.4,0.59,0.68,0.6,0.85,0.59,0.38,0.0,0.62
tycho.csv,0.64,0.76,0.0,0.56,0.49,0.94,0.38,0.56,0.53,0.63,0.25,0.25,0.0,0.2,0.59,0.59,0.35,0.44,0.82
umber.csv,0.0,0.33,0.0,0.22,0.0,0.24,0.25,0.19,0.42,0.28,0.42,0.27,0.14,0.33,0.05,0.55,0.59,0.19,0.58
vienna-add-in.csv,0.42,0.5,1.0,0.96,0.0,0.8,0.62,0.56,0.53,0.71,0.62,1.0,0.68,0.6,0.63,0.68,0.91,1.0,0.91
wpdev.csv,0.95,0.98,0.0,0.55,0.8,0.99,0.88,0.69,0.58,0.64,0.73,0.95,0.14,0.73,0.27,0.64,0.74,1.0,1.0
xcmetadataservicestoolkit.csv,0.73,0.47,0.5,0.46,0.34,0.54,0.12,0.5,0.37,0.21,0.38,0.78,0.18,0.0,0.1,0.5,0.32,0.62,0.97
yarp0.csv,0.38,0.26,0.0,0.5,0.46,0.26,0.5,0.25,0.0,0.42,0.56,0.68,0.14,0.53,0.32,0.14,0.32,0.38,0.5
