,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.99,0.93,0.53,0.87,0.87,0.68,0.79,1.01,0.65,0.73,0.72,1.22,1.0,0.69,0.6,0.84,0.02,0.82,0.83
fityk.csv,0.57,0.61,0.69,0.58,0.94,0.76,0.55,0.83,0.49,0.77,0.69,1.18,0.97,0.51,0.83,0.07,0.74,0.61,0.78
ivataopenportal.csv,0.69,0.69,0.47,0.76,0.83,0.06,0.65,0.68,0.86,0.85,0.68,1.14,0.68,0.74,0.89,0.64,0.57,0.68,1.19
lcfizvtop.csv,0.53,0.57,1.01,0.65,0.67,0.83,0.83,0.7,0.77,0.47,0.09,1.02,0.76,0.76,0.86,0.91,0.63,0.71,1.16
lite.csv,0.48,0.79,0.74,0.65,0.93,0.85,0.98,0.85,0.77,0.8,0.73,1.02,1.0,0.73,0.07,0.9,0.78,0.81,1.03
onotoa.csv,0.62,0.67,1.04,0.82,0.76,0.79,0.91,0.0,0.89,0.91,0.9,0.73,0.94,0.66,0.85,0.79,0.84,0.68,1.0
openwbem.csv,0.57,0.07,1.07,0.79,0.76,0.75,0.95,0.72,0.95,0.76,0.8,1.16,0.72,0.62,0.82,0.73,0.71,0.64,0.59
orc.csv,1.09,0.72,0.85,0.01,0.93,0.72,0.79,0.58,0.75,0.79,1.0,1.0,0.93,0.87,0.82,0.87,0.91,0.91,1.0
plato.csv,1.14,0.91,1.02,0.94,0.9,0.92,0.0,0.9,0.77,0.79,0.9,0.78,0.93,0.94,0.79,0.73,0.58,0.88,1.24
rodin-b-sharp.csv,1.0,0.97,0.77,0.63,0.93,0.96,0.69,0.78,0.94,0.05,1.0,1.02,1.0,0.84,1.0,0.98,0.97,0.87,1.01
ta3d.csv,0.78,0.56,0.57,0.86,0.85,0.75,0.81,0.99,0.81,0.82,0.6,0.59,0.75,0.69,0.97,0.66,0.55,0.06,0.62
tycho.csv,0.65,0.76,0.11,0.67,0.78,0.95,0.79,0.69,0.73,0.69,0.77,0.25,0.0,0.61,0.62,0.71,0.75,0.77,1.29
umber.csv,0.05,0.75,0.62,0.72,0.9,0.82,0.94,0.78,0.61,0.85,0.92,0.27,0.7,0.89,0.8,0.86,0.87,0.74,0.58
vienna-add-in.csv,0.42,0.56,1.0,0.98,0.02,0.81,0.7,0.62,0.73,0.77,0.72,1.0,0.79,0.65,0.69,0.73,0.93,1.0,0.91
wpdev.csv,0.95,0.98,0.0,0.55,0.86,0.99,0.89,0.85,0.69,0.64,0.86,0.95,1.01,0.73,0.6,0.66,0.94,1.01,1.0
xcmetadataservicestoolkit.csv,0.73,0.56,0.56,0.72,0.71,0.65,0.65,0.78,0.73,0.49,0.82,0.78,0.99,0.0,0.61,0.62,0.65,0.68,0.97
yarp0.csv,0.53,0.56,0.41,0.59,0.8,0.69,0.72,0.67,0.0,0.62,0.63,1.21,0.81,0.7,0.62,0.58,0.83,0.64,1.12
