,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.53,0.61,0.93,0.49,0.44,0.47,0.53,0.51,0.43,0.76,0.86,0.63,0.5,0.49,0.47,0.76,0.55
biopax.csv,0.44,0.47,0.44,0.36,0.46,0.42,0.42,0.44,0.42,0.47,0.38,0.51,0.43,0.41,0.4,0.49,0.38
ffigo.csv,0.49,0.6,0.66,0.47,0.67,0.55,0.52,0.4,0.49,0.66,0.45,0.59,0.47,0.45,0.47,0.67,0.4
freebios.csv,0.56,0.94,0.65,0.59,0.92,0.76,0.67,0.74,0.52,0.78,0.55,0.67,0.56,0.74,0.6,0.81,0.58
glelite.csv,0.4,0.41,0.39,0.35,0.46,0.38,0.43,0.4,0.44,0.4,0.39,0.49,0.38,0.39,0.36,0.42,0.41
gnupdate.csv,0.56,0.99,0.56,0.53,0.95,0.7,0.55,0.52,0.49,0.67,0.62,0.62,0.59,0.64,0.61,0.68,0.46
go.csv,0.46,0.51,0.51,0.45,0.52,0.44,0.42,0.43,0.44,0.48,0.59,0.54,0.43,0.4,0.44,0.68,0.49
gstreamer.csv,0.43,0.46,0.53,0.38,0.4,0.44,0.42,0.44,0.43,0.6,0.47,0.54,0.46,0.44,0.47,0.59,0.39
metacosm.csv,0.55,0.88,0.66,0.49,0.76,0.51,0.69,0.52,0.5,0.66,0.53,0.62,0.56,0.5,0.72,0.61,0.52
pcsx2.csv,0.47,0.49,0.49,0.58,0.53,0.47,0.43,0.48,0.48,0.65,0.88,0.6,0.63,0.47,0.75,0.75,0.41
pgui.csv,0.77,0.99,0.91,0.69,0.89,0.85,0.65,0.76,0.57,0.83,0.92,0.82,0.95,0.98,0.75,0.82,0.5
qse.csv,0.53,0.55,0.69,0.41,0.62,0.51,0.5,0.64,0.45,0.54,0.68,0.56,0.58,0.54,0.48,0.55,0.5
rebecca-aiml.csv,0.56,0.99,0.6,0.46,0.88,0.96,0.74,0.74,0.62,0.66,0.65,0.74,0.62,0.63,0.69,0.54,0.5
skia.csv,0.92,0.7,0.89,0.94,0.66,0.74,0.93,0.58,0.62,0.95,0.55,0.64,0.89,0.89,0.62,0.77,0.86
vars-redux.csv,0.88,0.93,0.77,0.52,0.86,0.64,0.73,0.6,0.57,0.88,0.8,0.94,0.93,0.65,0.76,0.94,0.45
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.54,0.99,0.64,0.61,0.76,0.44,0.74,0.66,0.71,0.68,0.52,0.64,0.54,0.64,0.56,0.53,0.74
