,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.6,0.26,0.29,0.58,0.3,0.97,0.48,0.47,0.69,0.29,0.0,0.57,0.53,0.6,0.51,0.5,0.45
biopax.csv,0.71,0.27,0.52,0.62,0.4,0.72,0.68,0.44,0.81,0.31,0.17,0.83,0.7,0.74,0.6,0.99,0.63
ffigo.csv,0.64,0.25,0.42,0.52,0.17,0.53,0.55,0.48,0.7,0.35,0.17,0.67,0.97,0.67,0.39,0.58,0.69
freebios.csv,0.58,0.27,0.97,0.53,0.04,0.4,0.47,0.43,0.59,0.63,0.22,0.52,0.57,0.49,0.38,0.3,0.52
glelite.csv,0.78,0.26,0.66,0.6,0.32,0.76,0.6,0.44,0.78,0.45,0.15,1.0,0.78,0.73,0.5,0.86,0.64
gnupdate.csv,0.54,0.27,0.54,0.45,0.95,0.5,0.66,0.46,0.65,0.49,0.11,0.5,0.54,0.54,0.47,0.57,0.68
go.csv,0.99,0.32,0.42,0.56,0.4,0.63,0.62,0.5,0.76,0.29,0.04,0.7,0.7,0.69,0.52,0.7,0.53
gstreamer.csv,0.74,0.27,0.41,0.63,0.27,0.63,0.59,0.48,0.73,0.32,0.04,0.62,0.7,0.97,0.46,0.63,0.62
metacosm.csv,0.51,0.21,0.6,0.44,0.31,0.53,0.51,0.39,0.56,0.59,0.25,0.5,0.53,0.59,0.24,0.5,0.96
pcsx2.csv,0.72,0.32,0.46,0.61,0.43,0.7,0.63,0.46,0.99,0.31,0.0,0.45,0.49,0.7,0.36,0.42,0.61
pgui.csv,0.42,0.24,0.23,0.42,0.51,0.31,0.58,0.98,0.52,0.24,0.0,0.26,0.24,0.29,0.31,0.37,0.53
qse.csv,0.61,0.33,0.29,0.51,0.58,0.56,0.99,0.51,0.72,0.41,0.06,0.51,0.45,0.58,0.35,0.68,0.64
rebecca-aiml.csv,0.49,0.17,0.67,0.53,0.29,0.2,0.42,0.26,0.53,0.99,0.26,0.47,0.48,0.46,0.23,0.6,0.53
skia.csv,0.24,0.22,0.1,0.15,0.08,0.4,0.36,0.39,0.4,0.25,0.2,0.31,0.19,0.28,0.95,0.17,0.18
vars-redux.csv,0.5,0.29,0.31,0.99,0.28,0.48,0.43,0.4,0.54,0.11,0.0,0.19,0.18,0.48,0.4,0.37,0.61
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.5,0.93,0.59,0.34,0.26,0.66,0.29,0.31,0.43,0.75,0.22,0.68,0.54,0.47,0.39,0.51,0.39
