,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.45,0.0,0.69,1.0,0.02,0.33,0.07,0.21,0.14,0.26,0.85,0.06,0.08,0.35,0.78,0.26,0.74,0.11,0.67,0.44
alpine.csv,0.45,0.58,1.0,0.27,0.31,0.8,0.29,0.33,0.13,0.5,1.0,1.0,0.0,0.0,0.65,0.5,1.0,0.22,0.33,0.71
enzo.csv,0.48,0.27,0.51,0.14,0.08,0.45,0.11,0.15,0.07,0.5,0.9,0.08,0.13,0.39,0.74,0.24,0.97,0.12,0.65,0.51
flylinkdc.csv,0.52,0.92,0.48,0.26,0.13,0.42,0.25,0.17,0.21,0.68,1.0,0.08,0.15,0.53,0.89,0.33,0.95,0.23,0.71,0.58
fw4spl.csv,0.39,0.11,0.52,0.12,0.5,0.33,0.0,0.93,0.22,0.33,0.57,0.05,0.11,0.36,0.47,0.16,0.6,0.15,0.48,0.3
grisbi.csv,0.47,0.31,0.54,0.15,0.09,0.4,0.11,0.13,0.07,0.49,1.0,0.08,0.14,0.44,0.75,0.24,0.86,0.12,0.65,0.53
jcae.csv,0.0,0.62,0.62,0.33,0.31,0.71,1.0,0.46,1.0,1.0,1.0,0.0,0.0,0.5,0.4,0.0,1.0,0.4,1.0,1.0
jcl.csv,0.0,0.45,1.0,0.21,0.4,0.3,0.0,0.07,0.71,0.0,0.0,0.07,0.0,0.5,0.57,0.71,0.0,1.0,0.5,0.38
libarchive.csv,0.42,0.33,0.57,0.19,0.16,0.38,0.14,0.2,0.06,0.49,0.94,0.09,0.1,0.44,0.69,0.29,0.96,0.1,0.63,1.0
mimosa.csv,0.44,0.37,0.49,0.18,0.08,0.49,0.17,0.13,0.13,0.97,1.0,0.1,0.0,0.46,0.77,0.18,0.9,0.05,0.69,0.45
n2cms.csv,0.44,0.28,0.55,0.16,0.13,0.98,0.04,0.22,0.07,0.44,1.0,0.12,0.12,0.33,0.68,0.35,0.91,0.17,0.94,0.48
nabu-library.csv,0.4,0.27,0.53,0.17,0.06,0.41,0.12,0.15,0.15,0.48,0.87,0.1,0.14,0.43,0.99,0.28,0.84,0.16,0.57,0.41
net-snmp.csv,1.0,0.27,0.67,0.23,0.08,0.41,0.16,0.22,0.09,0.67,0.86,0.12,0.17,0.43,0.76,0.36,0.93,0.17,0.56,0.74
ossbuild.csv,0.5,0.46,0.5,0.19,0.15,0.42,0.57,0.11,0.84,0.7,0.75,0.12,0.05,0.48,0.27,0.67,0.83,0.21,0.69,0.43
quickfast.csv,0.44,0.39,0.51,0.16,0.05,0.38,0.14,0.17,0.12,0.59,1.0,0.09,0.17,0.42,0.7,0.26,0.83,0.12,0.98,0.49
tcvp.csv,0.62,0.2,0.67,0.27,0.07,0.4,0.12,0.15,0.0,1.0,0.83,0.03,1.0,0.5,0.56,0.08,1.0,0.12,1.0,0.0
vdsf.csv,0.45,0.3,0.52,0.13,0.76,0.4,0.06,0.15,0.13,0.39,0.82,0.08,0.1,0.4,0.5,0.24,0.81,0.13,0.57,0.39
virtuoso.csv,0.45,0.28,0.48,0.13,0.09,0.4,0.11,0.13,0.09,0.46,0.82,0.08,0.11,0.29,0.52,0.95,0.8,0.11,0.79,0.65
xbrlapi.csv,0.53,0.29,0.98,0.1,0.09,0.49,0.09,0.11,0.17,0.6,1.0,0.13,0.12,0.37,0.52,0.28,0.77,0.12,0.5,0.37
yarp.csv,0.44,0.41,0.53,0.15,0.19,0.43,0.33,0.12,0.0,0.82,0.69,0.1,0.07,0.93,0.36,0.38,0.69,0.04,0.47,1.0
