,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.52,0.0,0.33,0.99,0.01,0.11,0.11,0.22,0.23,0.26,0.58,0.12,0.13,0.43,0.41,0.37,0.64,0.19,0.37,0.49
alpine.csv,0.3,0.29,0.09,0.2,0.28,0.15,0.25,0.16,0.11,0.05,0.17,0.91,0.0,0.0,0.19,0.43,0.21,0.29,0.08,0.18
enzo.csv,0.63,0.41,0.62,0.24,0.15,0.61,0.19,0.26,0.11,0.61,0.9,0.14,0.23,0.48,0.79,0.37,0.98,0.21,0.75,0.63
flylinkdc.csv,0.39,0.95,0.39,0.35,0.2,0.36,0.34,0.24,0.25,0.46,0.48,0.12,0.18,0.4,0.29,0.41,0.31,0.34,0.48,0.51
fw4spl.csv,0.32,0.13,0.44,0.18,0.05,0.31,0.0,0.91,0.33,0.21,0.35,0.08,0.2,0.44,0.57,0.21,0.37,0.18,0.4,0.37
grisbi.csv,0.6,0.45,0.68,0.25,0.16,0.52,0.19,0.22,0.11,0.64,0.98,0.15,0.24,0.56,0.82,0.37,0.9,0.22,0.75,0.62
jcae.csv,0.0,0.22,0.2,0.19,0.15,0.18,0.94,0.31,0.06,0.19,0.06,0.0,0.0,0.07,0.04,0.0,0.18,0.51,0.08,0.19
jcl.csv,0.0,0.21,0.13,0.24,0.28,0.1,0.0,0.08,0.49,0.0,0.0,0.11,0.0,0.07,0.08,0.2,0.0,0.96,0.08,0.23
libarchive.csv,0.44,0.44,0.62,0.29,0.25,0.46,0.24,0.3,0.1,0.47,0.81,0.15,0.15,0.51,0.45,0.42,0.69,0.18,0.67,0.96
mimosa.csv,0.25,0.41,0.55,0.28,0.14,0.49,0.24,0.2,0.15,0.99,0.45,0.16,0.0,0.32,0.32,0.17,0.59,0.06,0.63,0.42
n2cms.csv,0.27,0.31,0.48,0.25,0.22,0.97,0.06,0.18,0.11,0.37,0.6,0.17,0.12,0.33,0.3,0.38,0.81,0.29,0.5,0.59
nabu-library.csv,0.49,0.4,0.65,0.28,0.11,0.53,0.22,0.27,0.24,0.62,0.84,0.19,0.25,0.56,0.98,0.39,0.45,0.25,0.62,0.5
net-snmp.csv,0.98,0.2,0.4,0.19,0.14,0.34,0.21,0.26,0.12,0.52,0.3,0.18,0.22,0.19,0.39,0.42,0.41,0.19,0.29,0.41
ossbuild.csv,0.45,0.46,0.34,0.29,0.18,0.41,0.5,0.13,0.83,0.29,0.23,0.2,0.08,0.43,0.26,0.52,0.37,0.29,0.3,0.41
quickfast.csv,0.59,0.51,0.55,0.26,0.08,0.44,0.24,0.28,0.21,0.67,0.62,0.17,0.19,0.43,0.6,0.39,0.88,0.2,0.97,0.62
tcvp.csv,0.2,0.05,0.09,0.27,0.05,0.14,0.12,0.11,0.0,0.1,0.26,0.04,1.0,0.07,0.09,0.04,0.13,0.17,0.16,0.0
vdsf.csv,0.62,0.45,0.67,0.23,0.79,0.55,0.11,0.23,0.22,0.47,0.9,0.14,0.18,0.56,0.63,0.38,0.88,0.23,0.67,0.53
virtuoso.csv,0.62,0.42,0.58,0.23,0.16,0.55,0.2,0.23,0.15,0.61,0.9,0.15,0.2,0.12,0.68,0.95,0.89,0.2,0.36,0.56
xbrlapi.csv,0.58,0.23,0.96,0.11,0.16,0.54,0.12,0.16,0.29,0.62,0.33,0.19,0.16,0.32,0.34,0.34,0.72,0.13,0.48,0.46
yarp.csv,0.33,0.39,0.31,0.22,0.24,0.19,0.27,0.13,0.0,0.51,0.23,0.15,0.11,0.96,0.36,0.31,0.36,0.05,0.27,0.08
