,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.56,0.0,0.25,0.98,0.01,0.07,0.35,0.27,0.57,0.27,0.47,0.48,0.36,0.49,0.32,0.6,0.42,0.46,0.3,0.54
alpine.csv,0.26,0.23,0.06,0.19,0.29,0.1,0.26,0.12,0.11,0.04,0.11,0.86,0.0,0.0,0.13,0.43,0.15,0.47,0.05,0.12
enzo.csv,0.54,0.45,0.48,0.59,0.05,0.58,0.21,0.6,0.31,0.59,0.78,0.54,0.56,0.54,0.8,0.55,0.97,0.17,0.62,0.69
flylinkdc.csv,0.36,0.97,0.36,0.61,0.5,0.35,0.6,0.46,0.35,0.39,0.37,0.29,0.26,0.36,0.2,0.55,0.23,0.7,0.4,0.49
fw4spl.csv,0.31,0.18,0.41,0.41,0.04,0.32,0.0,0.92,0.68,0.19,0.17,0.28,0.57,0.5,0.42,0.34,0.26,0.25,0.36,0.38
grisbi.csv,0.56,0.62,0.51,0.6,0.0,0.53,0.17,0.48,0.31,0.35,0.98,0.55,0.6,0.63,0.86,0.52,0.74,0.0,0.64,0.69
jcae.csv,0.0,0.17,0.15,0.16,0.12,0.12,0.91,0.27,0.04,0.13,0.04,0.0,0.0,0.05,0.02,0.0,0.12,0.73,0.05,0.12
jcl.csv,0.0,0.17,0.09,0.33,0.26,0.07,0.0,0.12,0.43,0.0,0.0,0.29,0.0,0.05,0.05,0.15,0.0,0.94,0.05,0.19
libarchive.csv,0.47,0.62,0.62,0.61,0.58,0.52,0.66,0.65,0.27,0.47,0.72,0.56,0.37,0.58,0.38,0.65,0.59,0.28,0.61,0.93
mimosa.csv,0.2,0.49,0.52,0.61,0.5,0.53,0.48,0.46,0.22,1.0,0.34,0.45,0.0,0.28,0.24,0.2,0.48,0.09,0.58,0.42
n2cms.csv,0.24,0.39,0.46,0.52,0.72,0.97,0.13,0.18,0.3,0.36,0.48,0.37,0.13,0.35,0.23,0.44,0.73,0.7,0.39,0.66
nabu-library.csv,0.49,0.49,0.52,0.65,0.36,0.58,0.56,0.57,0.57,0.39,0.69,0.68,0.65,0.62,0.97,0.63,0.34,0.61,0.51,0.54
net-snmp.csv,0.96,0.19,0.33,0.19,0.48,0.33,0.37,0.35,0.22,0.46,0.21,0.37,0.37,0.15,0.3,0.53,0.3,0.25,0.22,0.34
ossbuild.csv,0.44,0.5,0.3,0.62,0.28,0.43,0.49,0.18,0.84,0.21,0.17,0.53,0.25,0.44,0.25,0.48,0.28,0.47,0.23,0.42
quickfast.csv,0.34,0.71,0.55,0.62,0.3,0.5,0.66,0.64,0.29,0.71,0.51,0.63,0.26,0.47,0.56,0.61,0.59,0.34,0.96,0.67
tcvp.csv,0.15,0.04,0.06,0.3,0.05,0.1,0.13,0.1,0.0,0.06,0.18,0.1,1.0,0.05,0.06,0.02,0.09,0.33,0.11,0.0
vdsf.csv,0.09,0.42,0.3,0.41,0.85,0.43,0.37,0.5,0.42,0.41,0.0,0.3,0.41,0.37,0.29,0.5,0.17,0.49,0.23,0.23
virtuoso.csv,0.0,0.39,0.46,0.17,0.09,0.45,0.24,0.53,0.41,0.09,0.0,0.0,0.0,0.1,0.21,0.96,0.0,0.23,0.27,0.53
xbrlapi.csv,0.61,0.22,0.96,0.16,0.55,0.6,0.26,0.33,0.68,0.63,0.24,0.37,0.26,0.32,0.29,0.46,0.41,0.17,0.43,0.47
yarp.csv,0.31,0.42,0.25,0.42,0.4,0.15,0.26,0.18,0.0,0.42,0.17,0.37,0.35,0.99,0.35,0.3,0.28,0.09,0.22,0.05
