,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.71,1.0,0.79,0.03,0.99,0.94,0.85,0.78,0.76,1.01,0.66,0.83,0.81,0.81,0.72,0.68,0.91,0.86,0.77,0.68
alpine.csv,0.81,0.81,0.95,0.84,0.75,0.92,0.78,0.9,0.91,0.97,0.91,0.17,1.0,1.0,0.89,0.63,0.88,0.61,0.97,0.9
enzo.csv,0.81,0.85,0.85,0.71,0.99,0.78,0.95,0.76,1.03,0.74,0.51,0.78,0.8,0.75,0.35,0.78,0.12,0.96,0.73,0.61
flylinkdc.csv,0.72,0.04,0.76,0.5,0.61,0.74,0.48,0.66,0.71,0.67,0.68,0.79,0.79,0.7,0.83,0.57,0.81,0.44,0.67,0.6
fw4spl.csv,0.8,0.98,0.72,0.77,0.97,0.8,1.01,0.1,0.48,0.89,1.19,0.87,0.76,0.79,0.89,0.84,1.03,0.8,0.85,0.96
grisbi.csv,0.78,0.72,0.83,0.67,1.0,0.79,0.96,0.84,1.03,0.91,0.03,0.77,0.77,0.68,0.34,0.81,0.6,1.0,0.7,0.54
jcae.csv,1.0,0.87,0.88,0.87,0.9,0.9,0.11,0.77,0.97,0.89,0.97,1.0,1.0,0.96,0.98,1.0,0.9,0.32,0.96,0.9
jcl.csv,1.0,0.87,0.93,0.73,0.78,0.94,1.0,0.92,0.63,1.0,1.0,0.81,1.0,0.96,0.96,0.88,1.0,0.07,0.96,0.86
libarchive.csv,0.74,0.6,0.63,0.56,0.53,0.76,0.72,0.53,0.95,0.7,0.36,0.66,0.76,0.64,0.69,0.59,0.47,0.95,0.66,0.08
mimosa.csv,0.85,0.61,0.78,0.58,0.83,0.6,0.61,0.72,0.83,0.02,0.71,0.67,1.02,0.78,0.8,0.87,0.59,0.95,0.57,0.7
n2cms.csv,0.83,0.73,0.68,0.64,0.6,0.04,0.93,0.86,0.92,0.77,0.58,0.7,0.89,0.8,0.81,0.64,0.39,0.68,0.66,0.64
nabu-library.csv,0.82,0.83,0.81,0.62,0.95,0.75,0.8,0.78,0.64,0.89,0.6,0.63,0.73,0.71,0.03,0.62,0.74,0.6,0.82,0.76
net-snmp.csv,0.05,0.85,0.73,0.85,0.84,0.76,0.7,0.71,0.86,0.61,0.83,0.7,0.7,0.89,0.74,0.57,0.74,0.8,0.84,0.72
ossbuild.csv,0.67,0.58,0.79,0.56,0.77,0.7,0.56,0.87,0.19,0.82,0.89,0.58,0.94,0.67,1.02,0.58,0.79,0.61,0.82,0.71
quickfast.csv,0.91,0.51,0.72,0.68,1.03,0.73,0.72,0.58,0.94,0.54,0.55,0.66,0.79,0.69,0.53,0.72,0.76,0.91,0.05,0.65
tcvp.csv,0.88,0.97,0.95,0.75,0.96,0.92,0.89,0.92,1.01,0.95,0.86,0.95,0.0,0.96,0.95,0.98,0.93,0.77,0.91,1.0
vdsf.csv,0.98,0.87,0.93,0.88,0.17,0.87,0.96,0.65,0.87,0.91,1.0,0.93,0.89,0.9,0.94,0.83,0.96,0.84,0.95,0.96
virtuoso.csv,1.0,0.89,0.87,0.97,0.98,0.86,0.94,0.8,0.82,0.98,1.0,1.0,1.0,0.93,0.95,0.05,1.0,0.95,0.77,0.54
xbrlapi.csv,0.58,0.83,0.05,0.89,0.77,0.57,0.82,0.79,0.58,0.53,0.8,0.69,0.8,0.79,0.79,0.66,0.9,0.87,0.87,0.86
yarp.csv,0.78,0.65,0.81,0.7,0.67,0.88,0.78,0.87,1.0,0.64,0.91,0.71,0.88,0.05,0.93,0.75,0.87,0.97,0.87,0.96
