,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.61,0.0,0.21,0.97,0.01,0.06,0.33,0.23,0.78,0.26,0.44,0.58,0.33,0.56,0.28,0.69,0.57,0.71,0.26,0.55
alpine.csv,0.22,0.19,0.05,0.16,0.25,0.08,0.22,0.1,0.09,0.03,0.09,0.83,0.0,0.0,0.11,0.38,0.12,0.43,0.04,0.1
enzo.csv,0.93,0.84,0.81,0.71,0.92,0.98,1.0,0.92,0.41,0.79,0.91,0.75,1.0,0.64,0.84,0.79,0.99,0.93,0.89,0.84
flylinkdc.csv,0.32,0.97,0.33,0.58,0.47,0.31,0.56,0.42,0.31,0.34,0.32,0.25,0.22,0.32,0.17,0.52,0.19,0.71,0.36,0.45
fw4spl.csv,0.27,0.16,0.38,0.39,0.03,0.29,0.0,0.9,0.69,0.16,0.26,0.25,0.78,0.56,0.71,0.31,0.26,0.21,0.34,0.47
grisbi.csv,0.83,0.84,0.93,0.68,1.0,0.77,1.0,0.81,0.41,0.95,0.97,0.75,1.0,0.76,0.92,0.81,0.93,1.0,0.87,0.76
jcae.csv,0.0,0.14,0.12,0.13,0.1,0.1,0.89,0.23,0.03,0.11,0.03,0.0,0.0,0.04,0.02,0.0,0.1,0.71,0.04,0.1
jcl.csv,0.0,0.14,0.07,0.29,0.22,0.06,0.0,0.1,0.38,0.0,0.0,0.25,0.0,0.04,0.04,0.12,0.0,0.93,0.04,0.16
libarchive.csv,0.46,0.65,0.69,0.61,0.55,0.6,1.0,0.67,0.25,0.45,0.71,0.58,0.33,0.6,0.33,0.71,0.54,0.79,0.7,0.92
mimosa.csv,0.17,0.46,0.62,0.63,0.72,0.5,0.44,0.44,0.19,1.0,0.29,0.42,0.0,0.24,0.2,0.17,0.44,0.07,0.57,0.39
n2cms.csv,0.2,0.35,0.43,0.5,0.88,0.96,0.11,0.15,0.28,0.32,0.42,0.33,0.11,0.32,0.19,0.4,0.73,1.0,0.34,0.78
nabu-library.csv,0.61,0.78,0.86,0.76,0.59,0.75,1.0,0.96,0.59,0.89,0.82,0.83,1.0,0.8,0.97,0.69,0.3,0.64,0.68,0.65
net-snmp.csv,0.95,0.16,0.29,0.16,0.69,0.29,0.33,0.31,0.19,0.42,0.18,0.33,0.33,0.12,0.26,0.5,0.26,0.21,0.19,0.29
ossbuild.csv,0.41,0.46,0.26,0.63,0.24,0.4,0.44,0.15,0.81,0.18,0.14,0.5,0.22,0.4,0.24,0.43,0.24,0.43,0.19,0.39
quickfast.csv,0.88,0.76,0.6,0.76,0.43,0.52,1.0,0.69,0.84,0.79,0.45,0.75,0.22,0.44,0.53,0.81,0.94,0.86,0.96,0.84
tcvp.csv,0.12,0.03,0.05,0.26,0.04,0.08,0.11,0.08,0.0,0.05,0.15,0.08,1.0,0.04,0.05,0.02,0.07,0.29,0.09,0.0
vdsf.csv,1.0,0.97,0.95,0.87,0.83,0.88,0.44,0.48,0.84,0.58,1.0,0.92,0.78,0.92,0.86,0.86,0.98,0.93,0.83,0.84
virtuoso.csv,1.0,0.89,0.74,0.92,0.97,0.88,1.0,0.79,0.41,0.92,1.0,1.0,1.0,0.08,0.98,0.95,0.99,0.86,0.23,0.49
xbrlapi.csv,0.63,0.19,0.95,0.13,0.75,0.6,0.22,0.29,0.78,0.63,0.2,0.33,0.22,0.28,0.25,0.43,0.68,0.14,0.47,0.61
yarp.csv,0.27,0.38,0.21,0.39,0.35,0.12,0.22,0.15,0.0,0.37,0.14,0.33,0.33,1.0,0.35,0.26,0.25,0.07,0.19,0.04
