,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,3.0,135.0,0.0,0.0,54.0,0.0,24.0,2.0,11.0,6.0,3.0,27.0,10.0,0.0,0.0,24.0,1.0,16.0,1.0,4.0
alpine.csv,6.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,82.0,62.0,0.0,0.0,0.0,7.0,1.0,1.0
enzo.csv,0.0,15.0,0.0,9.0,295.0,0.0,45.0,38.0,4.0,2.0,1.0,45.0,4.0,2.0,0.0,5.0,0.0,12.0,1.0,6.0
flylinkdc.csv,0.0,1.0,1.0,4.0,3.0,8.0,8.0,30.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0
fw4spl.csv,1.0,3.0,0.0,8.0,0.0,4.0,87.0,0.0,7.0,1.0,0.0,11.0,18.0,0.0,2.0,29.0,0.0,8.0,1.0,8.0
grisbi.csv,1.0,12.0,0.0,3.0,4.0,7.0,45.0,60.0,4.0,5.0,0.0,43.0,9.0,2.0,1.0,19.0,1.0,7.0,1.0,9.0
jcae.csv,91.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,152.0,82.0,1.0,3.0,181.0,0.0,0.0,0.0,0.0
jcl.csv,91.0,2.0,0.0,8.0,4.0,6.0,87.0,22.0,0.0,79.0,79.0,11.0,82.0,0.0,0.0,0.0,126.0,0.0,1.0,4.0
libarchive.csv,4.0,9.0,0.0,4.0,10.0,7.0,33.0,5.0,1.0,6.0,0.0,4.0,11.0,2.0,0.0,2.0,1.0,16.0,0.0,0.0
mimosa.csv,3.0,3.0,1.0,5.0,0.0,4.0,16.0,35.0,6.0,0.0,0.0,3.0,82.0,0.0,0.0,5.0,1.0,7.0,7.0,1.0
n2cms.csv,2.0,4.0,0.0,1.0,2.0,0.0,17.0,14.0,12.0,4.0,0.0,9.0,6.0,3.0,2.0,9.0,0.0,3.0,0.0,1.0
nabu-library.csv,0.0,18.0,0.0,20.0,292.0,4.0,40.0,31.0,1.0,0.0,1.0,39.0,11.0,2.0,0.0,6.0,1.0,8.0,3.0,4.0
net-snmp.csv,0.0,9.0,0.0,2.0,234.0,0.0,11.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,8.0,0.0,5.0,0.0,2.0
ossbuild.csv,1.0,2.0,1.0,5.0,31.0,5.0,0.0,13.0,1.0,3.0,3.0,9.0,24.0,0.0,31.0,1.0,0.0,5.0,2.0,4.0
quickfast.csv,0.0,3.0,1.0,19.0,537.0,1.0,27.0,2.0,5.0,2.0,0.0,29.0,0.0,4.0,0.0,7.0,0.0,7.0,0.0,6.0
tcvp.csv,1.0,1.0,0.0,4.0,22.0,0.0,6.0,11.0,250.0,0.0,0.0,34.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,116.0
vdsf.csv,1.0,6.0,0.0,9.0,3.0,6.0,49.0,3.0,3.0,1.0,0.0,11.0,17.0,0.0,2.0,21.0,0.0,7.0,2.0,6.0
virtuoso.csv,1.0,6.0,0.0,9.0,292.0,5.0,48.0,57.0,0.0,1.0,0.0,11.0,19.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0
xbrlapi.csv,1.0,3.0,0.0,3.0,5.0,3.0,17.0,29.0,4.0,4.0,0.0,18.0,9.0,3.0,8.0,12.0,0.0,0.0,1.0,5.0
yarp.csv,0.0,4.0,0.0,7.0,98.0,2.0,4.0,19.0,250.0,0.0,3.0,6.0,25.0,0.0,0.0,7.0,0.0,9.0,9.0,0.0
