,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.47,0.89,0.92,0.97,0.98,0.89,0.49,0.96,0.51,0.51,0.56,0.48,0.65,0.62,0.92,0.51,0.56,0.44,0.72,0.61
alpine.csv,0.85,0.92,0.5,0.95,0.99,0.8,0.86,0.93,0.96,0.5,0.83,0.9,0.0,0.0,0.94,0.75,0.92,0.63,0.83,0.86
enzo.csv,0.35,0.32,0.37,0.39,0.26,0.35,0.3,0.4,0.35,0.37,0.3,0.36,0.34,0.39,0.45,0.34,0.4,0.36,0.34,0.4
flylinkdc.csv,0.56,0.67,0.48,0.62,0.54,0.61,0.75,0.51,0.98,0.68,0.62,0.79,0.85,0.6,0.95,0.55,0.85,0.52,0.54,0.61
fw4spl.csv,0.96,0.79,0.84,0.79,0.83,0.9,0.91,0.98,0.9,0.94,0.9,0.91,0.49,0.74,0.7,0.78,0.98,0.95,0.82,0.64
grisbi.csv,0.36,0.37,0.36,0.41,0.26,0.37,0.29,0.41,0.36,0.34,0.31,0.35,0.36,0.4,0.47,0.38,0.38,0.37,0.32,0.44
jcae.csv,0.0,0.88,0.88,0.93,0.97,0.86,0.88,0.96,0.0,0.75,0.5,0.5,0.0,0.5,0.8,0.0,0.9,0.68,0.5,0.8
jcl.csv,0.0,0.91,0.67,0.98,0.98,0.9,0.0,0.99,0.94,0.0,0.0,0.98,0.0,0.5,0.86,0.86,0.0,0.92,0.75,0.95
libarchive.csv,0.44,0.46,0.41,0.44,0.55,0.42,0.36,0.43,0.42,0.54,0.32,0.42,0.57,0.47,0.62,0.37,0.44,0.38,0.37,0.56
mimosa.csv,0.94,0.7,0.4,0.67,0.33,0.49,0.83,0.66,0.98,0.54,0.74,0.79,0.93,0.77,0.81,0.9,0.56,0.95,0.54,0.74
n2cms.csv,0.89,0.74,0.52,0.62,0.41,0.64,0.7,0.97,0.43,0.7,0.54,0.76,0.88,0.46,0.96,0.71,0.42,0.4,0.71,0.48
nabu-library.csv,0.44,0.35,0.34,0.48,0.31,0.41,0.32,0.39,0.62,0.39,0.37,0.4,0.4,0.39,0.59,0.48,0.65,0.47,0.41,0.55
net-snmp.csv,0.56,0.95,0.83,0.96,0.33,0.65,0.89,0.81,0.66,0.71,0.93,0.97,0.78,0.86,0.71,0.55,0.79,0.94,0.88,0.79
ossbuild.csv,0.76,0.76,0.68,0.68,0.99,0.67,0.86,0.98,0.97,0.9,0.92,0.96,0.54,0.81,0.86,0.96,0.97,0.96,0.92,0.8
quickfast.csv,0.39,0.46,0.35,0.41,0.32,0.39,0.3,0.41,0.43,0.37,0.47,0.36,0.83,0.42,0.43,0.34,0.41,0.4,0.39,0.5
tcvp.csv,0.88,0.8,0.67,0.95,0.98,0.9,0.88,0.96,0.97,0.5,0.92,0.83,0.89,0.5,0.89,0.92,0.86,0.66,0.75,0.5
vdsf.csv,0.41,0.39,0.39,0.44,0.99,0.42,0.39,0.51,0.4,0.5,0.35,0.43,0.41,0.51,0.61,0.39,0.44,0.44,0.43,0.49
virtuoso.csv,0.4,0.39,0.45,0.41,0.26,0.42,0.31,0.43,0.35,0.37,0.35,0.42,0.36,0.86,0.56,0.74,0.43,0.4,0.86,0.54
xbrlapi.csv,0.63,0.96,0.54,0.98,0.36,0.53,0.74,0.81,0.69,0.5,0.92,0.97,0.94,0.84,0.67,0.78,0.57,0.94,0.61,0.59
yarp.csv,0.88,0.91,0.94,0.87,1.0,0.93,0.83,0.98,0.0,0.88,0.92,0.9,0.51,0.63,0.93,0.97,0.92,0.96,0.84,0.5
