,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.43,0.44,0.62,0.46,0.54,0.4,0.54
freebios.csv,0.55,0.4,0.65,0.54,0.59,0.67,0.58
k3b.csv,0.39,0.43,0.49,0.44,0.5,0.5,0.4
loki-lib.csv,0.37,0.39,0.4,0.49,0.47,0.36,0.59
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.8,0.0
quarkplusplus.csv,0.52,0.79,0.83,0.6,0.68,0.65,0.57
tzod.csv,0.7,0.58,0.87,0.71,0.75,0.64,0.6
