,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.0,6.0,6.0,0.0,1.0,40.0,0.0
freebios.csv,1.0,2.0,0.0,0.0,3.0,28.0,3.0
k3b.csv,1.0,8.0,1.0,0.0,2.0,20.0,2.0
loki-lib.csv,0.0,2.0,1.0,0.0,2.0,55.0,0.0
powerfolder.csv,107.0,74.0,99.0,81.0,55.0,0.0,74.0
quarkplusplus.csv,2.0,7.0,0.0,1.0,0.0,32.0,3.0
tzod.csv,2.0,0.0,2.0,1.0,0.0,15.0,7.0
