,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.99,0.56,0.29,0.53,0.58,0.8,0.52
freebios.csv,0.59,0.74,0.94,0.67,0.83,0.6,0.52
k3b.csv,0.76,0.59,0.55,0.98,0.71,1.0,0.72
loki-lib.csv,0.67,0.7,0.96,0.53,0.38,1.0,0.93
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0
quarkplusplus.csv,0.58,0.19,0.2,0.33,0.92,0.8,0.66
tzod.csv,0.26,0.96,0.18,0.26,0.17,0.8,0.55
