,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.01,0.67,0.77,0.57,0.6,0.57,0.56
freebios.csv,0.67,0.77,0.06,0.56,0.83,0.54,0.81
k3b.csv,0.65,0.8,0.55,0.09,0.61,0.36,0.63
loki-lib.csv,0.63,0.55,1.0,0.68,0.65,0.68,0.07
powerfolder.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0
quarkplusplus.csv,0.52,0.91,0.84,0.72,0.08,0.42,0.74
tzod.csv,0.78,0.04,0.82,0.75,0.84,0.33,0.69
