,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.99,0.45,0.36,0.64,0.54,0.11,0.53
freebios.csv,0.66,0.49,0.97,0.72,0.57,0.12,0.41
k3b.csv,0.76,0.42,0.59,0.97,0.59,0.19,0.55
loki-lib.csv,0.71,0.56,0.64,0.61,0.46,0.11,0.96
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0
quarkplusplus.csv,0.68,0.2,0.27,0.46,0.96,0.15,0.49
tzod.csv,0.38,0.98,0.28,0.4,0.25,0.2,0.46
