,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.0,0.72,0.0,0.54,0.43,0.69,0.7,0.6,0.2,0.4,0.28
azureus.csv,0.0,0.38,0.73,0.54,0.22,0.45,0.01,0.36,0.39,0.1,0.03
forester-atv.csv,0.5,0.05,0.0,0.07,0.12,0.02,0.12,0.0,0.02,0.1,0.06
gabel.csv,0.0,0.02,0.0,0.04,0.0,0.02,0.01,0.0,0.0,0.0,0.0
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
javaprofiler.csv,0.5,0.65,0.42,0.66,0.66,0.71,0.72,0.64,0.22,0.5,0.0
mycila.csv,0.0,0.18,0.58,0.2,0.28,0.0,0.06,0.16,0.17,0.0,0.56
neodatis-odb.csv,1.0,0.62,0.48,0.0,0.4,0.26,0.29,0.16,0.46,0.8,0.39
pokenetonline.csv,0.5,0.55,0.64,0.64,0.38,0.45,0.89,0.0,0.37,0.4,0.11
rcp-company-uibindings.csv,0.0,0.98,0.82,0.87,0.72,0.9,0.47,0.96,0.48,0.0,0.42
servicestack.csv,1.0,0.57,0.21,0.74,0.3,0.48,0.35,0.44,0.0,0.0,0.11
